"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-13723.2010666667,-13723.2,50.6353382335061,50.9273100000005,-13807.125,-13640.595,1.0022408865516,2048.45433428852,2840.70849626762
"2","alpha0[1]",1.07051266333333,1.07376,0.114285304949125,0.1108932909,0.8858427,1.2562845,1.00235458394954,1964.25373686755,2500.5679497102
"3","alpha0[2]",1.13985731366667,1.14006,0.103856171704396,0.0975476669999999,0.96957175,1.309633,1.00133423895654,1992.61127914208,2475.88044763549
"4","z_a_cu[1]",-0.220904880613667,-0.2054955,0.614853733119349,0.614367201,-1.2490135,0.750825399999998,0.999839549103226,2685.47837016352,2941.68688157058
"5","z_a_cu[2]",-1.53810283133333,-1.513165,0.495311714063424,0.481889478,-2.4129395,-0.79384235,1.00077857962351,2366.83397023775,2648.70695352217
"6","z_a_cu[3]",-0.425455875565667,-0.43072,0.506228926509278,0.5049817143,-1.2516515,0.401557599999999,0.999811066899474,2118.41591457494,2568.50251323259
"7","z_a_cu[4]",0.883452223433333,0.875725,0.463246975249244,0.4636579458,0.14826565,1.6581755,1.00139567435003,2164.20525630863,2698.20019639167
"8","z_a_cu[5]",0.453347587966,0.43826,0.400800458206234,0.3866131542,-0.18388225,1.1304295,1.00140432778675,2135.8043964854,2649.8439501348
"9","z_a_cu[6]",0.458040770087333,0.4539735,0.396866784005906,0.4037201343,-0.1734927,1.1215985,1.00140248604206,2066.62733786896,2631.3325549698
"10","z_a_cu[7]",0.779640104345667,0.766076,0.424503842578852,0.4227915594,0.1146133,1.509554,1.00250859100662,2140.20417898307,2731.77131961415
"11","z_a_cu[8]",0.3526951504034,0.3577405,0.691923709570959,0.67665382155,-0.7716122,1.4616875,1.00144071468225,2796.21433241218,2917.88881450144
"12","z_a_cu[9]",-0.8015241338063,-0.7941655,0.538917773982879,0.5384588223,-1.6720175,0.0770327799999999,1.00104194080395,2634.94835726821,2768.72021491291
"13","z_a_cu[10]",-0.356235264340333,-0.355601,0.384691605536236,0.38056377555,-0.9954592,0.2732714,1.00057946693969,2199.68727008367,2664.66044324904
"14","z_a_cu[11]",-0.335904049008,-0.3314545,0.368414036313965,0.35806680315,-0.95044675,0.275866599999999,1.0014045273493,2179.04099108437,2505.91183704745
"15","z_a_cu[12]",0.518357567093333,0.5076375,0.431314565953371,0.4242000294,-0.15411625,1.2616895,1.00183230604659,2241.6502358006,2475.59838756083
"16","z_a_cu[13]",0.453879481523333,0.4500915,0.472379074747092,0.4713622767,-0.29574575,1.2327615,1.00257000109455,2445.41172660184,2394.98092082569
"17","z_a_cu[14]",0.412203115085333,0.4129595,0.617173860065206,0.615802632081,-0.6088903,1.4028205,0.999469473767606,2870.20330603048,2917.35172969428
"18","z_a_cu[15]",1.27921576506667,1.265985,0.490443850302496,0.493987494,0.49807075,2.101004,1.0011215532436,2620.46804307845,2753.96214499196
"19","z_a_cu[16]",-0.194772867014567,-0.1983265,0.834073185884942,0.8101274811,-1.570017,1.2118035,1.00046845910817,2825.19337378432,2842.45853131906
"20","z_a_cu[17]",0.00531468227706667,-0.002977415,0.580607724000034,0.5761376187,-0.91997045,0.964546949999999,0.999302053522982,2671.69614249544,2550.65185533222
"21","z_a_cu[18]",0.529940717449667,0.5479715,0.715668226253404,0.69177508134,-0.6753885,1.675802,1.00094088793102,2815.3351237042,2801.46808591014
"22","z_a_cu[19]",0.208720841626,0.195992,0.764507800785136,0.739179882,-1.0790105,1.469231,1.00255762005867,2819.26624645582,2513.00663465519
"23","z_a_cu[20]",0.397825793170833,0.4046215,0.496787306151968,0.48068679288,-0.4181909,1.211162,1.00113463295819,2575.77461972507,2842.7133568936
"24","z_a_cu[21]",-0.512513287029933,-0.500652,0.448530825707229,0.4394960136,-1.271225,0.2220442,1.00032002260018,2176.59536156577,2568.43676310562
"25","z_a_cu[22]",-2.45693259253333,-2.47068,0.652634899500703,0.648103764,-3.508749,-1.403018,0.999949389281797,2691.73144726275,2591.50261581864
"26","z_a_j[1]",-0.1812071747668,-0.2061505,0.968022469091829,0.9769118268,-1.7191395,1.4366695,1.00123531714293,2836.93449759035,2616.16772075397
"27","z_a_j[2]",0.128866739225333,0.149062,0.971644244088881,0.9771794361,-1.522889,1.7146975,1.00099912567991,2784.60812373125,2838.95686875508
"28","z_a_j[3]",-0.251393494493,-0.2589905,0.967011634573013,0.960027978,-1.778288,1.3836645,1.00074405403957,3024.40995118478,2918.40462333177
"29","z_a_j[4]",-0.247667146559667,-0.229875,0.827558393713251,0.7566916119,-1.6400985,1.1199985,1.00047773898224,3077.2717361116,2963.56386802109
"30","z_a_j[5]",0.180974471676333,0.1639865,0.986912724870066,0.9821720916,-1.4109345,1.816954,0.999687689913447,2835.20806361539,2919.14979954752
"31","z_a_j[6]",0.067289032609,0.05895485,0.942922636158957,0.93137058021,-1.4890065,1.5977865,1.0005262446919,3096.39381920804,2722.1390651223
"32","z_a_j[7]",0.213932488368333,0.1782325,0.990524069769911,1.0032694896,-1.420438,1.84363,0.99933196180425,2800.75574472023,2629.78558414956
"33","z_a_j[8]",0.261239256344333,0.269826,0.947295645046866,0.9633831018,-1.320646,1.7972215,1.00078313456854,2702.2960034692,2749.78015796286
"34","z_a_j[9]",0.00214552272866667,-0.00892524,0.98988770930765,0.9728139204,-1.629905,1.661298,1.00028561759494,2745.11182035365,2788.63573337838
"35","z_a_j[10]",-0.00964672308766667,-0.0167516,0.910613632210957,0.90825499296,-1.5067725,1.490392,0.999681722862376,2900.57728946784,2957.73089464476
"36","z_a_j[11]",-0.2793667219852,-0.2735595,0.986665673626447,0.989361219,-1.883251,1.352275,1.00238775805203,3054.12581866383,2968.74151206478
"37","z_a_j[12]",-0.320652705867667,-0.333842,0.939394891504761,0.920731665,-1.862537,1.280807,1.00037894622127,2963.45969927535,2953.30731260329
"38","z_a_j[13]",0.0955305507303333,0.1040355,0.994074331800038,1.0184735526,-1.50679,1.732286,1.00072574236074,2881.73409897109,3000.3410249319
"39","z_a_j[14]",-0.28825809587,-0.290224,0.991395498722053,1.0007238654,-1.9065285,1.351215,0.999593030560662,2843.37618717496,2762.29368236998
"40","z_a_j[15]",0.121115365661333,0.120945,0.968133671556925,1.0041108651,-1.507651,1.6867275,1.00136219746153,3043.85671411204,2830.32898128097
"41","z_a_j[16]",-0.131756314597333,-0.1297795,0.939726973344927,0.9394361466,-1.633115,1.4327615,1.00024067483612,2918.52844997834,2879.62754422181
"42","z_a_j[17]",-0.087826489221,-0.07544595,0.988174298650449,1.01425029237,-1.703007,1.4732115,0.999997440351051,2888.33434898143,2727.60320626137
"43","z_a_j[18]",0.0956744310428667,0.085405,1.00291426082867,1.0031434686,-1.4949405,1.7758475,0.999205442075782,3291.10747782734,3084.83286087619
"44","z_a_j[19]",0.00730189810133333,0.01193445,0.979932488411921,0.9672119163,-1.57288,1.629976,0.999437783794525,2872.54800313732,2798.70978556296
"45","z_a_j[20]",0.1007049308,0.0983698,0.98946173662577,0.96736951668,-1.5630675,1.7310845,1.00054051545488,2677.0789009592,2715.34504731865
"46","z_a_j[21]",0.067440849526,0.08599925,0.977846742867503,0.98011609605,-1.5558395,1.680912,1.00095111397924,3137.81659969018,2753.07535180162
"47","z_a_j[22]",0.0144604734756667,0.01271675,0.970300127868075,0.9594460575,-1.591191,1.6667035,1.00130925981972,2853.86988642062,2885.47277744222
"48","z_a_j[23]",-0.0308503528496667,-0.03839175,0.96054585923506,0.96065400585,-1.6192515,1.555179,1.00024678766665,3030.3469270217,2769.24522730083
"49","z_a_j[24]",-0.2765566232483,-0.296149,0.999355209632275,0.9965599833,-1.8726445,1.4015225,1.0000054707952,3172.97676597178,3019.55380756657
"50","z_a_j[25]",0.0913806928593333,0.0922134,0.984113665248457,0.95998513086,-1.5665245,1.712225,1.00011517113945,3021.75618538195,2958.12192349449
"51","z_a_j[26]",0.06240937293,0.0839875,0.976902203330472,0.9426726624,-1.5270585,1.6848955,1.0018285638496,2725.98726056068,2892.60355941566
"52","z_a_j[27]",0.06713401937,0.09772665,0.978224005982405,0.9526676103,-1.573273,1.622121,1.00018291544344,3028.66627754913,2880.80805505522
"53","z_a_j[28]",0.06187589697,0.059149,0.963982105427542,0.9559271064,-1.5206865,1.659734,1.00099419529597,2900.4740038065,2914.45645096745
"54","z_a_j[29]",-0.056375107865,-0.0519231,0.999861702799542,1.02911580366,-1.7007985,1.571794,1.00083556390502,3171.48766154741,2951.50256837816
"55","z_a_j[30]",0.023155769254,0.026214,0.966001775559255,0.9696018675,-1.524127,1.614406,1.0007226215268,3003.34136650797,2665.2391782343
"56","z_a_j[31]",0.245791897023667,0.2662905,0.939225870801135,0.92158416,-1.362853,1.775134,1.00075900520947,2912.60184992111,2808.10137404511
"57","z_a_j[32]",0.0351333606606667,0.03003855,0.963777382690837,0.971065935,-1.5671595,1.626812,1.00126667994056,2929.00595184919,2580.53154649711
"58","z_a_j[33]",0.0952562042216667,0.0924054,0.923218890774026,0.9381929865,-1.431738,1.5833115,0.999905014772748,2963.70846604192,2876.60538096817
"59","z_a_j[34]",-0.017760506031,-0.05563185,0.972489845019538,0.95953301199,-1.526192,1.6248455,1.0011199585568,2739.92784917352,2660.99379809259
"60","z_a_j[35]",-0.0745303250301,-0.0745576,0.968219212056311,0.95026965306,-1.665381,1.5383815,1.00000369495918,2982.44882930538,2917.73519917374
"61","z_a_j[36]",0.142860060288667,0.146249,0.996911061117293,1.0073636895,-1.4978195,1.7481435,1.00096723722854,3055.09891009327,2916.82059870376
"62","z_a_j[37]",0.0208829754566667,0.04708385,0.992892357949303,1.0121725026,-1.612403,1.5910605,0.999916242345116,2921.35900610325,2828.59176968967
"63","z_a_j[38]",0.245534760998,0.2331205,1.01527421258092,1.0271067324,-1.439247,1.90341599999999,1.00125403453783,2784.24423502208,2423.3899276462
"64","z_a_j[39]",0.083766128065,0.0864224,0.989782209038591,0.9852484866,-1.536177,1.6634775,0.999458718456206,2935.1638544818,2990.20991314271
"65","z_a_j[40]",-0.0431082087433333,-0.042464,0.942784045725237,0.9478840014,-1.5953815,1.452335,0.999853665793712,2901.34973778683,2661.85956067377
"66","z_a_j[41]",-0.0848650897122667,-0.08277995,0.950072962621674,0.9382893555,-1.6966495,1.469973,0.99985266385533,2889.42340108658,2917.9724717233
"67","z_a_j[42]",0.0748323163096667,0.08071935,1.01157354250971,0.98829723111,-1.618076,1.7185045,1.00113048400898,2893.83907025088,2819.88669801816
"68","z_a_j[43]",-0.000336513613333331,0.0108219,0.992539595016654,1.01403257256,-1.658501,1.598625,0.999619270561245,3078.35498429621,2843.822436197
"69","z_a_j[44]",0.0604036193226667,0.0631971,0.988196507247239,0.9857488641,-1.587014,1.613428,1.00071545159493,3049.8144886461,2915.04923736157
