"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-13686.4501,-13686.3,48.9807218235922,49.0740599999978,-13766.2,-13606.785,0.999686175668816,2229.92961898546,2517.24946591023
"2","alpha0[1]",1.068707102,1.07068,0.110748964221966,0.1047931332,0.88695245,1.2527355,0.999784037034183,2277.83338883682,2247.00263681535
"3","alpha0[2]",1.13897933233333,1.137905,0.100008041687439,0.0956425259999999,0.97397365,1.304253,1.00194947868107,2009.20356283931,2319.64015225871
"4","z_a_cu[1]",-0.226799250942,-0.2148225,0.588179876127821,0.5829664743,-1.2244535,0.70309935,0.999206063248671,2791.94315342238,2788.56672856398
"5","z_a_cu[2]",-1.53582913586667,-1.52799,0.48138582704848,0.463527477,-2.3692045,-0.77407935,1.0005885092133,2392.37822868416,2819.42270098576
"6","z_a_cu[3]",-0.431407438124,-0.4273945,0.465513619752658,0.4612724424,-1.1898555,0.32980135,1.00023485982402,2389.91896159378,2668.18316233332
"7","z_a_cu[4]",0.8692165892,0.849973,0.445945632735691,0.4432069614,0.158383,1.633382,1.00000787618094,2410.81552059579,2879.48790859845
"8","z_a_cu[5]",0.454507801534,0.4453105,0.388471972918896,0.380049684,-0.181109,1.089287,0.999597583489504,2257.1133143892,2365.54668365866
"9","z_a_cu[6]",0.449476017140333,0.439059,0.377920645802948,0.3711518601,-0.1671625,1.077212,0.999671907892187,2237.54263093658,2188.57262992551
"10","z_a_cu[7]",0.771132164469,0.766877,0.407258130259542,0.4042686963,0.106112,1.4490275,0.999460955873871,2236.12300576301,2636.10455131092
"11","z_a_cu[8]",0.405776352825667,0.397259,0.612463651884299,0.6002313513,-0.5954557,1.424696,1.00138888024938,2611.05379315683,2916.73501599633
"12","z_a_cu[9]",-0.814633094210333,-0.8148445,0.52566046285119,0.5347263768,-1.694289,0.0492992449999988,1.00041460323213,2612.73064491363,2767.38692246536
"13","z_a_cu[10]",-0.345074516806,-0.3431035,0.35396176770106,0.3446563155,-0.92531775,0.2346363,1.00108279277448,2264.45621942692,2697.19458288453
"14","z_a_cu[11]",-0.330761643470167,-0.3311475,0.346895748522958,0.34385882496,-0.8967384,0.2241214,1.00141090427949,2150.11712643949,2478.17502543536
"15","z_a_cu[12]",0.502911654427333,0.490909,0.41187986509387,0.4042627659,-0.15808815,1.2165305,1.00140875303716,2548.97007066867,2699.06559896441
"16","z_a_cu[13]",0.449897174014533,0.429972,0.44818568487546,0.4487511441,-0.2812299,1.2075825,1.00060928072908,2583.35518121638,2847.76827435154
"17","z_a_cu[14]",0.410626582767667,0.413644,0.560417857232383,0.55868771322,-0.50476335,1.3040825,1.00021018820191,2568.56338084523,2546.99444473441
"18","z_a_cu[15]",1.2691127967,1.24919,0.4608786901876,0.4685727648,0.5465716,2.053162,1.00085050296469,2249.39445465041,2598.55175994842
"19","z_a_cu[16]",-0.236578279446333,-0.2473635,0.801406093419832,0.7870196775,-1.5601805,1.076813,1.0013165049982,2753.22286223773,2919.08673242319
"20","z_a_cu[17]",0.0360005544726633,0.0468027,0.558900091379624,0.54303590502,-0.89687995,0.93769755,1.00058097427505,2861.0462254293,2788.569396415
"21","z_a_cu[18]",0.654044976867333,0.6626145,0.632161988012036,0.6483268953,-0.3781747,1.6889055,1.00071733829426,2741.71267891142,2821.91063933644
"22","z_a_cu[19]",0.178295256663333,0.171856,0.669525949491426,0.6484751553,-0.92310175,1.2746335,1.0005243009334,2766.1774811893,2905.45676395429
"23","z_a_cu[20]",0.409565796099867,0.411972,0.467500977862712,0.47833071909,-0.3474648,1.172816,1.00116609571439,2625.67279074,2803.17660945889
"24","z_a_cu[21]",-0.498792654901,-0.4965145,0.4156538766132,0.4212266751,-1.1925785,0.186913199999999,0.999764215647535,2548.53642966346,2790.0537669194
"25","z_a_cu[22]",-2.655854327,-2.62701,0.599903035664893,0.605516079,-3.6607785,-1.7358605,1.00004844752034,2484.92504860777,2874.51137779062
"26","z_a_j[1]",-0.0581225903663333,-0.0490377,0.998789986858396,0.99548687742,-1.712927,1.5418,1.00158910041052,2968.32633446455,3004.01983316501
"27","z_a_j[2]",0.0532701662476667,0.0367795,1.00505209210791,1.0206574224,-1.5982725,1.711774,1.00022721690863,2751.92360768599,2877.71841952877
"28","z_a_j[3]",-0.0969018895139,-0.0811822,0.974837657027258,0.9907533804,-1.678755,1.4992785,0.998968710535263,3017.96541215692,2919.21661326098
"29","z_a_j[4]",-0.00819095930133333,-0.0008498435,0.997106924071471,0.9668528950731,-1.665289,1.6588275,1.00142310959066,2942.44848924654,2823.09834998112
"30","z_a_j[5]",0.0585333883976667,0.06356665,0.988006235693568,0.9741082302,-1.6035325,1.704889,0.999673317403925,2898.05604685488,2729.93807350889
"31","z_a_j[6]",0.0354925231448333,0.04948565,1.0119785415388,1.0318391916,-1.630528,1.6960125,1.00057144242867,3032.3823953659,3002.24046167803
"32","z_a_j[7]",0.0637207881076667,0.0640696,1.00618218621357,1.005002649,-1.590322,1.776031,1.0014111354191,2863.55396177054,2879.58779219654
"33","z_a_j[8]",0.0390402690342,0.047374,1.02566433082289,1.0058951742,-1.676152,1.7798775,1.00030687431953,2754.12303383258,2769.97060257976
"34","z_a_j[9]",-0.000641919432333333,-0.003967245,1.00087260740311,1.0124586444,-1.6423885,1.605583,1.00010104226998,2999.26128915431,3000.41747322167
"35","z_a_j[10]",-0.0505936565586667,-0.06269105,1.01930661840205,0.99346942947,-1.712718,1.6526305,1.000371588636,2651.03001102865,2795.34658235656
