"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-13727.6043666667,-13727.5,48.6477061881786,50.1118799999989,-13808.105,-13648.68,1.00008467821068,2204.7527179439,2535.81618486822
"2","alpha0[1]",1.07163718066667,1.071885,0.111987632774562,0.1072757469,0.88906755,1.2513545,0.999391028256325,2069.87401047815,2441.67526405618
"3","alpha0[2]",1.152134338,1.15126,0.0942784173209716,0.0921584160000001,1.000942,1.3077805,1.00238898803215,2242.46109662598,2504.73670569055
"4","z_a_cu[1]",-0.134112585219667,-0.119735,0.641425597238612,0.6290575431,-1.1804295,0.9363825,1.00161334474673,2795.66942735347,3004.15549755598
"5","z_a_cu[2]",-1.54348413147333,-1.52562,0.511171861580838,0.492030462,-2.4059605,-0.714885500000001,0.99944440204089,2393.70199618126,2539.59207400726
"6","z_a_cu[3]",-0.439866376196,-0.432041,0.50013910900678,0.4802089509,-1.2855225,0.36549345,0.99999820423145,2562.06872148834,2804.57319905013
"7","z_a_cu[4]",1.01288831414,1.000705,0.476244236111509,0.4770650976,0.24621875,1.804833,1.00063326504046,2312.0867539071,2695.63556515609
"8","z_a_cu[5]",0.383639388214333,0.375903,0.398189075293436,0.3904738446,-0.25439625,1.0424205,0.999668874685375,2112.53541071928,2356.55519603372
"9","z_a_cu[6]",0.4903990341494,0.4837625,0.391087812962674,0.3888919104,-0.14541375,1.130634,1.0008822022086,2039.3250951124,2680.0183684974
"10","z_a_cu[7]",0.773860337193333,0.7771845,0.419071879093956,0.4102680372,0.086729785,1.4826945,1.00162381442075,2258.48741106131,2824.19282007168
"11","z_a_cu[8]",0.384345071434667,0.405503,0.69507693606792,0.6812761977,-0.7558322,1.5021065,1.00121419907653,2893.8952951762,2870.2114661519
"12","z_a_cu[9]",-0.799789894589667,-0.793297,0.557847258836116,0.5609683968,-1.729355,0.0714945549999998,1.00086078577513,2674.52118661212,2918.32726459728
"13","z_a_cu[10]",-0.483928896772333,-0.4799575,0.370230917309418,0.3620005116,-1.0978985,0.108742249999999,1.00241869817042,2158.98894609541,2332.00987967547
