"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-877161004,-30855050,1453490828.58748,24590181.21,-4192438000,-14303180,2.13150863600481,1.57779111398429,12.1225835650094
"2","alpha0[1]",1.4924032,1.49243,8.77017208310678e-05,7.41299999998272e-05,1.49222,1.49248,0.987899981323548,11.4755326278311,11.0467942203173
"3","alpha0[2]",0.18124418,0.1812465,1.60416422386938e-05,1.26020999999509e-05,0.181218,0.18127655,1.93614487642812,1.76011733751044,7.15512306811677
"4","z_a_cu[1]",-1.1931296,-1.1931,0.000128014029843339,0.000148259999999984,-1.19326,-1.1928725,2.09614769991144,1.61038339115549,9.38027640547809
"5","z_a_cu[2]",-1.7525422,-1.752545,5.7367060163808e-05,7.41300000004856e-06,-1.75261,-1.752418,1.4262223700812,7.43083358862388,13.4654745233222
"6","z_a_cu[3]",-1.530596,-1.53053,0.000112376916795994,7.41299999998272e-05,-1.5307355,-1.53048,1.68988967664232,1.9940055042049,18.3661475168969
"7","z_a_cu[4]",-0.6695625,-0.669492,0.000210189346125088,1.63085999999752e-05,-0.670149,-0.669461,1.01283441390625,12.9947260355693,12.1225835650094
"8","z_a_cu[5]",-1.7030376,-1.70305,2.83966080181792e-05,1.48259999997679e-05,-1.70306,-1.70299,1.0855791833118,8.03592984919443,26.0833275370383
"9","z_a_cu[6]",-0.113433,-0.113428,4.68179278412343e-05,6.81996000000065e-05,-0.113488,-0.113372,1.69303079906405,1.95523502866073,29.1851505953771
"10","z_a_cu[7]",-1.1015318,-1.10152,7.08459092477734e-05,8.89559999999244e-05,-1.1016,-1.101369,2.09219053287388,1.61985703170782,6.84138031689274
"11","z_a_cu[8]",-1.423,-1.42303,6.81235372432343e-05,8.89559999999244e-05,-1.423081,-1.42292,1.63839118265303,3.97246008026314,12.3623656622931
"12","z_a_cu[9]",0.633213,0.633167,0.000124521615204188,0.000236474699999969,0.6329786,0.6333531,2.05910110135393,7.61920578074403,12.8715590032265
"13","z_a_cu[10]",1.267825,1.26787,0.000138582473786619,4.44779999999622e-05,1.267478,1.26791,1.71576602993279,1.88989476086286,18.0444615532673
"14","z_a_cu[11]",-0.28641042,-0.286407,7.97048355893586e-05,7.11647999999477e-05,-0.2864921,-0.28628,1.78473993750126,4.62278581941185,12.1225835650094
"15","z_a_cu[12]",-0.9905825,-0.9906335,9.63431897130334e-05,0.000162344699999977,-0.9907366,-0.99043345,1.87654550515098,1.81497843034111,15.1124365277666
"16","z_a_cu[13]",-0.10313594,-0.103123,5.52040408163113e-05,6.3751800000002e-05,-0.1032161,-0.1030629,1.64020035297362,1.97047389135362,12.6118248469765
"17","z_a_cu[14]",-1.8164856,-1.81648,5.04736746902189e-05,5.18910000000107e-05,-1.81654,-1.816385,1.76556343812427,4.28399367678702,18.0444615532673
"18","z_a_cu[15]",-0.93182982,-0.931879,0.000141385230011156,1.03781999999692e-05,-0.9318941,-0.9314589,1.17823521696186,5.34132987570556,12.1225835650094
"19","z_a_cu[16]",0.23980376,0.2397765,5.08665962321545e-05,3.33585000000128e-05,0.2397487,0.23988765,1.78566519475686,4.15780045120974,12.1225835650094
"20","z_a_cu[17]",-0.13979818,-0.1397165,0.000126477018966018,4.52193000000246e-05,-0.14000055,-0.13968445,1.4902169910088,2.83905697677246,20.0856989823246
"21","z_a_cu[18]",-1.1828116,-1.18281,0.00013978642601468,0.000118608000000119,-1.18292,-1.18241,2.11858584732523,1.6180595170048,2.53956247636253
"22","z_a_cu[19]",1.6757164,1.67571,6.13374739802864e-05,8.89559999999244e-05,1.67564,1.6758,1.5055998196311,2.2748509223155,18.6469754605803
"23","z_a_cu[20]",-1.1720824,-1.17205,0.000137195823105356,0.000148260000000148,-1.17225,-1.171899,1.87006255544646,6.51497035653214,8.28802546081421
"24","z_a_cu[21]",-0.63896242,-0.63902,0.000133858604962288,0.000226837800000021,-0.6391977,-0.63881345,2.10211463050477,1.60051393663435,15.0511739915713
"25","z_a_cu[22]",-0.21517656,-0.215179,3.83220296850736e-05,1.85324999999774e-05,-0.21522755,-0.21511975,0.982089325284651,16.6468525968605,12.8715590032265
"26","z_a_j[1]",0.6365313,0.6364955,0.000137695945726034,5.5597500000035e-05,0.63644345,0.63687665,1.96536343802894,1.69100982078547,13.7191775810346
"27","z_a_j[2]",-0.057218642,-0.05724325,7.38004952419644e-05,9.46640099999959e-05,-0.057319855,-0.05712634,1.56073859743251,4.0737280448995,12.3623656622931
"28","z_a_j[3]",1.4209268,1.42089,0.000138747163971753,5.93040000000593e-05,1.4208245,1.4212965,2.1443030712901,1.60759098681738,13.4245006085774
"29","z_a_j[4]",0.34647262,0.3464755,8.22358206871072e-05,8.22843000000206e-05,0.34633375,0.3465741,1.83974008118316,1.81581126470891,12.1225835650094
"30","z_a_j[5]",1.699518,1.69954,6.18754509363314e-05,7.41299999998272e-05,1.6994345,1.69961,1.54793568978936,2.95034146188814,NA
"31","z_a_j[6]",1.4749148,1.47489,7.02543484019821e-05,0.000118607999999789,1.474788,1.47499,2.06601522916668,1.6371408195401,12.3623656622931
"32","z_a_j[7]",-0.5405896,-0.540579,4.0760124571718e-05,1.85324999998745e-05,-0.54065475,-0.540537,1.02764335651206,15.1609995505424,18.0444615532673
"33","z_a_j[8]",1.5437938,1.54381,8.76656449592551e-05,4.44780000002914e-05,1.543566,1.54386,1.98801100760353,8.2403710448849,NA
"34","z_a_j[9]",-1.602345,-1.60243,0.000144409423628266,0.000266867999999938,-1.602594,-1.6021845,1.99215098406664,1.6596373730856,12.1225835650094
"35","z_a_j[10]",1.676428,1.67643,0.000153981180933347,0.000126020999999838,1.6759965,1.67655,2.18490190723032,1.56062071477387,NA
"36","z_a_j[11]",-0.87251498,-0.872518,1.68359309641133e-05,1.03781999999692e-05,-0.8725386,-0.8724918,1.16716428992942,23.8655833144924,15.1124365277666
"37","z_a_j[12]",-1.5621334,-1.56214,8.52274268396888e-05,5.93040000000593e-05,-1.56221,-1.5619095,1.63943009316089,2.00387256856871,12.1225835650094
"38","z_a_j[13]",1.7674626,1.76746,5.26757505297857e-05,4.44779999999622e-05,1.7674,1.76758,2.03840949322285,1.62272982354679,8.56457690990065
"39","z_a_j[14]",1.3146794,1.31467,6.75038925559426e-05,2.96519999998651e-05,1.3146245,1.3148555,2.00055912920574,6.49700184363363,12.6118248469765
"40","z_a_j[15]",1.2737178,1.27375,0.000103377453824262,1.48260000000971e-05,1.273415,1.27377,1.60006182804221,2.21828384857478,12.1225835650094
"41","z_a_j[16]",0.60596684,0.6059905,0.000104585159129797,2.66868000000267e-05,0.60569635,0.60604975,1.16520198515663,4.32544560788747,12.1225835650094
"42","z_a_j[17]",-1.619697,-1.61971,3.60979393385519e-05,1.48260000000971e-05,-1.61973,-1.61961,1.50226101804001,10.6219992295637,33.6562978072412
"43","z_a_j[18]",1.8336636,1.8337,7.44437878605011e-05,6.67169999999433e-05,1.83354,1.83374,1.54202949291348,2.22094582067499,13.3326222601461
"44","z_a_j[19]",-0.19224042,-0.192237,2.71271307824801e-05,1.8532499999998e-05,-0.19227885,-0.192215,0.980433057930729,11.6837170116691,17.5381161724815
"45","z_a_j[20]",-1.6199506,-1.61994,7.2094325967682e-05,3.70650000000782e-05,-1.6201275,-1.61989,1.93439699914289,7.37220409887195,17.5381161724815
"46","z_a_j[21]",-0.50643238,-0.506444,5.52544725311371e-05,4.89258000000078e-05,-0.50650055,-0.50636735,1.52082975444781,5.78101113295422,18.0444615532673
"47","z_a_j[22]",1.5735272,1.57352,4.39870110698228e-05,5.93040000000593e-05,1.57348,1.57358,1.39391061401691,2.60263956177374,3.5999712002304
