GFE_ID,WATERBODY,WATERSHED_CDE,SPECIES_QUALIFIED,StatArea.CU,CU_NAME,AREA,BroodYear,MAX_ESTIMATE,Stock_source,SpeciesId,CU_Name,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total.ER,Age2,Age3,Age4,Age5,Age6,Age7,ER_source,Age_source,Returns,Recruits
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1975,70000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,120013,NA,NA,NA,NA,NA,NA,18196,0.3,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,100000,9756.09756097561
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1977,4000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,7526,NA,NA,NA,NA,NA,NA,20345,0.59,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,9756.09756097561,11627.906976744185
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1979,5000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,8809,NA,NA,NA,NA,NA,NA,36925,0.57,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,11627.906976744185,17241.379310344826
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1981,10000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,21405,NA,NA,NA,NA,NA,NA,57639,0.42,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,17241.379310344826,26315.789473684206
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1983,15000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,32947,NA,NA,NA,NA,NA,NA,55248,0.43,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,26315.789473684206,40000
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1985,20000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,27514,NA,NA,NA,NA,NA,NA,165169,0.5,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,40000,89285.71428571428
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1987,50000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,92527,NA,NA,NA,NA,NA,NA,326867,0.44,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,89285.71428571428,86206.89655172413
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1989,25000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,95377,NA,NA,NA,NA,NA,NA,18881,0.71,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,86206.89655172413,2244.8979591836737
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1991,1100,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,9260,NA,NA,NA,NA,NA,NA,424767,0.51,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,2244.8979591836737,NA
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1993,NA,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,223464,NA,NA,NA,NA,NA,NA,27411,0.47,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,NA,11764.70588235294
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1995,6000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,13864,NA,NA,NA,NA,NA,NA,5361,0.49,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,11764.70588235294,327.8688524590164
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1997,200,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,3258,NA,NA,NA,NA,NA,NA,4754,0.39,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,327.8688524590164,1020.4081632653061
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,1999,1000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,4682,NA,NA,NA,NA,NA,NA,79251,0.02,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,1020.4081632653061,NA
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2001,NA,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,72578,NA,NA,NA,NA,NA,NA,13792,0.08,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,NA,6803.79746835443
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2003,5375,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,10838,NA,NA,NA,NA,NA,NA,88798,0.21,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,6803.79746835443,48903.19148936171
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2005,45969,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,83644,NA,NA,NA,NA,NA,NA,305148,0.06,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,48903.19148936171,194258.33333333334
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2007,186488,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,294377,NA,NA,NA,NA,NA,NA,690450,0.04,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,194258.33333333334,426515.2173913043
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2009,392394,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,635912,NA,NA,NA,NA,NA,NA,129595,0.08,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,426515.2173913043,87380
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2011,56797,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,84327,NA,NA,NA,NA,NA,NA,324417,0.35,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,87380,194028.88888888888
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2013,174626,Data/NuSEDS/NuSEDS_20220309.csv,PKO,East Vancouver Island-Johnstone Strait,293363,NA,NA,NA,NA,NA,NA,443739,0.1,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,194028.88888888888,NA
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2015,313237,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2017,43365,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,ADAM RIVER,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-4,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,12,2019,69479,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1953,3500,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1955,7500,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1957,750,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,259350,NA,NA,NA,NA,NA,NA,642901,NA,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,NA,17857.142857142855
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1959,7500,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,269205,NA,NA,NA,NA,NA,NA,656883,0.58,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,17857.142857142855,87500
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1961,35000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,264559,NA,NA,NA,NA,NA,NA,543864,0.6,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,87500,15306.122448979591
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1963,7500,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,267998,NA,NA,NA,NA,NA,NA,445291,0.51,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,15306.122448979591,24193.548387096773
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1965,15000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,275290,NA,NA,NA,NA,NA,NA,679300,0.38,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,24193.548387096773,10294.117647058825
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1967,3500,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,230455,NA,NA,NA,NA,NA,NA,172289,0.66,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,10294.117647058825,2238.805970149254
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1969,1500,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,115544,NA,NA,NA,NA,NA,NA,834620,0.33,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,2238.805970149254,5737.704918032787
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1971,3500,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,508315,NA,NA,NA,NA,NA,NA,1433570,0.39,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,5737.704918032787,5454.545454545454
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1973,3000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,792435,NA,NA,NA,NA,NA,NA,1782598,0.45,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,5454.545454545454,28571.428571428572
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1975,20000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,1254505,NA,NA,NA,NA,NA,NA,374069,0.3,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,28571.428571428572,9756.09756097561
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1977,4000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,154719,NA,NA,NA,NA,NA,NA,448590,0.59,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,9756.09756097561,11627.906976744185
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1979,5000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,194221,NA,NA,NA,NA,NA,NA,1402189,0.57,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,11627.906976744185,12068.965517241379
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1981,7000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,812828,NA,NA,NA,NA,NA,NA,2394490,0.42,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,12068.965517241379,15789.473684210525
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1983,9000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,1368711,NA,NA,NA,NA,NA,NA,1489263,0.43,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,15789.473684210525,26000
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1985,13000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,741659,NA,NA,NA,NA,NA,NA,180980,0.5,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,26000,7142.857142857142
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1987,4000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,101384,NA,NA,NA,NA,NA,NA,613505,0.44,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,7142.857142857142,31250.000000000004
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1989,10000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,194867,NA,NA,NA,NA,NA,NA,232249,0.68,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,31250.000000000004,7692.307692307692
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1991,4000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,119828,NA,NA,NA,NA,NA,NA,702901,0.48,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,7692.307692307692,46296.29629629629
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1993,25000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,380976,NA,NA,NA,NA,NA,NA,473566,0.46,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,46296.29629629629,64814.81481481481
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1995,35000,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,256838,NA,NA,NA,NA,NA,NA,608880,0.46,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,64814.81481481481,5384.615384615385
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1997,3500,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,393219,NA,NA,NA,NA,NA,NA,678084,0.35,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,5384.615384615385,NA
852,AHNUHATI RIVER,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,PKO,PKO-7,SOUTHERN FJORDS,12,1999,NA,Data/NuSEDS/NuSEDS_20220309.csv,PKO,Southern Fjords,669087,NA,NA,NA,NA,NA,NA,1691728,0.01,NA,NA,NA,NA,NA,NA,Data/From PSF/SCVI_age_2019-04-13.csv,Data/From PSF/SCVI_age_2019-04-13.csv,NA,3010.7526881720432
