GFE_ID,WATERBODY,BroodYear,WATERSHED_CDE,SPECIES_QUALIFIED,StatArea.CU,CU_NAME,AREA,Total.ER,Age3,Age4,Age5,Age6,Stock_source,Age_source,ER_source,flag,MAX_ESTIMATE,Recruits,Returns
1141,CAMPBELL RIVER,1973,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.5380560961976572,0.026375264,0.807845091,0.165779645,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,3500,8587.721188968502,7576.67753852984
677,CAMPBELL RIVER,1974,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.3055838014852239,0.207801318,0.533806974,0.254940979,0.003450729,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,250,119.11727552178931,360.0146432855431
1141,CAMPBELL RIVER,1974,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.1766034206680044,0.207801318,0.533806974,0.254940979,0.003450729,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,3500,15161.137679617175,4250.68562082135
677,CAMPBELL RIVER,1975,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.42759074418742077,0.563003677,0.403787627,0.033208696,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,400,54.70380685676177,698.8007198314237
1141,CAMPBELL RIVER,1975,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.3254627285453047,0.563003677,0.403787627,0.033208696,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,3000,6073.241442930644,4447.493306826845
677,CAMPBELL RIVER,1976,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.5375332388602889,0.148130862,0.837398279,0.014470859,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,200,259.3015163482092,432.46351263627366
1141,CAMPBELL RIVER,1976,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.4741997709981709,0.148130862,0.837398279,0.014470859,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,5500,9307.750112431864,10460.246490270865
677,CAMPBELL RIVER,1977,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.12284524763290086,0.234392947,0.743433053,0.022174,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,100,246.9759101003152,114.00496859891477
1141,CAMPBELL RIVER,1977,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.09714621552378298,0.234392947,0.743433053,0.022174,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8200,4168.577750817889,9082.312264723087
677,CAMPBELL RIVER,1978,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.46648180019826285,0.142596397,0.836743309,0.020660293,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,50,435.970924305516,93.71751520113223
1141,CAMPBELL RIVER,1978,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.42238199790673114,0.142596397,0.836743309,0.020660293,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8000,1407.807874971179,13849.983849201826
677,CAMPBELL RIVER,1979,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.10030975420109073,0.363502131,0.468821864,0.167676005,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,75,364.0370630028773,83.36202415243626
1141,CAMPBELL RIVER,1979,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.07067792638896847,0.363502131,0.468821864,0.167676005,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8000,793.4815526839006,8608.425676272494
677,CAMPBELL RIVER,1980,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.3496428602053142,0.282814359,0.709842824,0.007342816,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,200,497.3646659925002,307.52334027291363
1141,CAMPBELL RIVER,1980,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.2947000661426619,0.282814359,0.709842824,0.007342816,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,6000,2233.674067488487,8507.019087873086
677,CAMPBELL RIVER,1981,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.09201169905228025,0.138790193,0.794168918,0.067040888,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,145,793.079848550911,159.69368751629855
1141,CAMPBELL RIVER,1981,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.041743122059158394,0.138790193,0.794168918,0.067040888,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,2000,8932.664014297707,2087.1230314544855
677,CAMPBELL RIVER,1982,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.4991624604170259,0.194338101,0.725085861,0.080576039,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,205,630.0295098482009,409.31436603313466
1141,CAMPBELL RIVER,1982,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.4236537362678029,0.194338101,0.725085861,0.080576039,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,750,13152.146669774065,1301.3010531955008
677,CAMPBELL RIVER,1983,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.1382803095855545,0.17545752,0.559505096,0.264580855,4.56529e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,376,421.3001553292935,436.33678582783944
1141,CAMPBELL RIVER,1983,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.0511265968646675,0.17545752,0.559505096,0.264580855,4.56529e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,600,4441.053816306866,632.3288207019386
677,CAMPBELL RIVER,1984,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.13645194544337222,0.492194218,0.460534284,0.045498646,0.0017728520000000001,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,766,645.2210428954066,887.0380703865844
1141,CAMPBELL RIVER,1984,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.025714387571430394,0.492194218,0.460534284,0.045498646,0.0017728520000000001,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,4000,2893.229274114833,4105.572276726259
677,CAMPBELL RIVER,1985,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.43022535998990025,0.370820705,0.605432917,0.023746378,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,295,NA,517.7485610710418
1141,CAMPBELL RIVER,1985,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.10939731888301345,0.370820705,0.605432917,0.023746378,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8700,NA,9768.665853429198
677,CAMPBELL RIVER,1986,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.44926688402681186,0.112026474,0.799713213,0.088260313,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,268,NA,486.6240874700684
1141,CAMPBELL RIVER,1986,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.3359771833912134,0.112026474,0.799713213,0.088260313,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,7500,NA,11294.792607132165
677,CAMPBELL RIVER,1987,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.29581376147491256,0.107184036,0.760114635,0.132491723,2.09605e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,246,NA,349.3394027626059
1141,CAMPBELL RIVER,1987,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.04883670891128407,0.107184036,0.760114635,0.132491723,2.09605e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,3500,NA,3679.7046656351163
677,CAMPBELL RIVER,1988,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.5911499967336087,0.067719023,0.793794816,0.137845503,0.003546099,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,299,NA,731.3195490062961
1141,CAMPBELL RIVER,1988,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.4457958225969144,0.067719023,0.793794816,0.137845503,0.003546099,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,1500,NA,2706.583712574608
677,CAMPBELL RIVER,1989,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.48031028700466044,0.121743489,0.635453626,0.238942462,0.003860422,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,59,NA,113.52928204012593
1141,CAMPBELL RIVER,1989,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.3167713776284348,0.121743489,0.635453626,0.238942462,0.003860422,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,1000,NA,1463.6389156661573
677,CAMPBELL RIVER,1990,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.4950521555217228,0.011478832,0.92783509,0.059932613,7.53466e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,89,NA,176.25582715766754
1141,CAMPBELL RIVER,1990,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.3982580215496716,0.011478832,0.92783509,0.059932613,7.53466e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,500,NA,830.9209227643624
677,CAMPBELL RIVER,1991,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.3805731004312326,0.130959458,0.45693836,0.410616461,0.001485721,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,1991,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.13026479529640483,0.130959458,0.45693836,0.410616461,0.001485721,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,5222.108375427164,NA
677,CAMPBELL RIVER,1992,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.5913241820601887,0.037362136,0.877477468,0.081375433,0.003784963,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,268,NA,655.776506060533
1141,CAMPBELL RIVER,1992,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.38103447076407176,0.037362136,0.877477468,0.081375433,0.003784963,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,10000,8431.947775861596,16155.988544861837
677,CAMPBELL RIVER,1993,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.47396125820064877,0.044506774,0.699309101,0.251401203,0.004782922,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,1993,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.3464916576945197,0.044506774,0.699309101,0.251401203,0.004782922,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,20783.831500139928,NA
677,CAMPBELL RIVER,1994,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.516373568646268,0.097864748,0.64105794,0.252010048,0.009067263,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,1994,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.3798853811925347,0.097864748,0.64105794,0.252010048,0.009067263,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8000,17110.227614085554,12900.840840334808
677,CAMPBELL RIVER,1995,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.32754389869829775,0.202224658,0.575100681,0.209931475,0.012743185,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,1995,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.2725051896549095,0.202224658,0.575100681,0.209931475,0.012743185,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,4000,4450.760563834521,5498.321009468895
677,CAMPBELL RIVER,1996,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.2168619895879925,0.236010961,0.673546814,0.083631793,0.006810432,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,161,NA,205.58317673189964
1141,CAMPBELL RIVER,1996,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.1442955445362148,0.236010961,0.673546814,0.083631793,0.006810432,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8000,5812.7902084659545,9349.022257531735
677,CAMPBELL RIVER,1997,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.2474392076448798,0.136149443,0.816562034,0.046408017,7.16801e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,200,NA,265.7592609549921
1141,CAMPBELL RIVER,1997,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.08144751156592549,0.136149443,0.816562034,0.046408017,7.16801e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,20000,33475.09709088147,21773.38829498519
677,CAMPBELL RIVER,1998,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.5257939440719188,0.12256204,0.828015044,0.048649393,7.73523e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,1998,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.38549593133724963,0.12256204,0.828015044,0.048649393,7.73523e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,10000,46686.847598843065,16273.285255476738
677,CAMPBELL RIVER,1999,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.2327974259735332,0.125920036,0.670742577,0.201360187,0.0019772,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,1999,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.06619706726333374,0.125920036,0.670742577,0.201360187,0.0019772,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,3000,47258.39440226628,3212.6692847365516
677,CAMPBELL RIVER,2000,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.1887153591068091,0.098899426,0.837313443,0.05901642,0.004770711,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2000,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.2167680473777801,0.098899426,0.837313443,0.05901642,0.004770711,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,4000,51303.52213545545,5107.0439435064
677,CAMPBELL RIVER,2001,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.18659722879096016,0.283833921,0.686866081,0.029299997,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2001,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.09412476089530392,0.283833921,0.686866081,0.029299997,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,35000,73565.96773022562,38636.66704765169
677,CAMPBELL RIVER,2002,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.35941634549346424,0.199157059,0.675227201,0.125615739,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2002,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.21470098987215933,0.199157059,0.675227201,0.125615739,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,40000,21605.295638346073,50936.01225027433
677,CAMPBELL RIVER,2003,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.29142182141380424,0.103552054,0.849815148,0.045304824,0.001327974,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2003,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.27707641346695167,0.103552054,0.849815148,0.045304824,0.001327974,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,18200,10958.306538292181,25175.55152306265
677,CAMPBELL RIVER,2004,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.31151292369071476,0.16331283,0.605765883,0.230921287,0.00295858,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2004,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.294145343186681,0.16331283,0.605765883,0.230921287,0.00295858,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,44494,12035.896266716702,63035.63994445326
677,CAMPBELL RIVER,2005,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.4373714120570953,0.130621709,0.733028191,0.122764228,0.013585871,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2005,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.4160592246976173,0.130621709,0.733028191,0.122764228,0.013585871,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,50000,21684.432503676202,85625.12178415431
677,CAMPBELL RIVER,2006,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.4233295235848581,0.167,0.792,0.041,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2006,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.35153625684553685,0.167,0.792,0.041,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,8000,2040.947072797735,12336.850108355884
677,CAMPBELL RIVER,2007,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.23466610409762087,0.04040404,0.863636364,0.095959596,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2007,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.22881460247226065,0.04040404,0.863636364,0.095959596,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,5000,23860.657523087073,6483.52525349801
677,CAMPBELL RIVER,2008,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.1844591155898606,0.395008918,0.466461382,0.137358326,0.001171374,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1141,CAMPBELL RIVER,2008,920-627900-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,13,0.18259942367846885,0.395008918,0.466461382,0.137358326,0.001171374,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,19437,10012.141957795438,23779.03877615361
677,CAMPBELL RIVER,2009,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-4,GEORGIA STRAIT,29,0.22907226773422204,0.037342421,0.907822746,0.052348022,0.002486811,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
