"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
1,442,"OKANAGAN RIVER","Stream","CK","49.0759771666537","-119.517786006958","OK","ORWA","OK+ORWA","OKANAGAN_1.x","OK","49.15180162","-119.4719531","Current","1","CK-1",5,48442,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"310-000000-00000-00000-0000-0000-000-000-000-000-000-000","300-432687-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,677,"CAMPBELL RIVER","Stream","CO","49.0126573932246","-122.777982038926","BB","GStr","BB+GStr","BOUNDARY BAY","BB","49.076162507","-122.701183906","VREQ[Current]","1","CO-1",2,590,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-000500-00000-00000-0000-0000-000-000-000-000-000-000","900-000584-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,680,"MURRAY CREEK","Stream","CO","49.1004869807318","-122.643827676713","BB","GStr","BB+GStr","BOUNDARY BAY","BB","49.076162507","-122.701183906","VREQ[Current]","1","CO-1",2,1794,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-004300-66600-00000-0000-0000-000-000-000-000-000-000","900-004391-663129-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,678,"NICOMEKL RIVER","Stream","CO","49.0582178477965","-122.869731350723","BB","GStr","BB+GStr","BOUNDARY BAY","BB","49.076162507","-122.701183906","VREQ[Current]","1","CO-1",2,1844,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-004300-00000-00000-0000-0000-000-000-000-000-000-000","900-004391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,681,"SERPENTINE RIVER","Stream","CO","49.0832270421883","-122.850271033273","BB","GStr","BB+GStr","BOUNDARY BAY","BB","49.076162507","-122.701183906","VREQ[Current]","1","CO-1",2,2172,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-005500-00000-00000-0000-0000-000-000-000-000-000-000","900-005473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,1169,"BOB CREEK","Stream","PKE","49.4990419030629","-124.796110831841","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51264,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"",""
2,813,"BREM RIVER","Stream","PKE","50.4356218473265","-124.666342129184","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,50504,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-357900-00000-00000-0000-0000-000-000-000-000-000-000","900-358652-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,814,"BREM RIVER TRIBUTARY","Stream","PKE","50.4401522554002","-124.66707762464","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,50514,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-357900-01700-00000-0000-0000-000-000-000-000-000-000","900-358652-020005-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,784,"BRITTAIN RIVER","Stream","PKE","49.9974503796018","-124.009657096653","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48918,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-244600-00000-00000-0000-0000-000-000-000-000-000-000","900-247763-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
5,1155,"BROOKLYN CREEK","Stream","PKE","49.6689513665228","-124.914275045026","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,53054,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-558600-00000-00000-0000-0000-000-000-000-000-000-000","920-565088-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
6,1141,"CAMPBELL RIVER","Stream","PKE","50.048718473218","-125.258471431605","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52914,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-627900-00000-00000-0000-0000-000-000-000-000-000-000","920-627155-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
7,697,"CAPILANO RIVER","Stream","PKE","49.3215612595233","-123.139728539572","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49871,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-071100-00000-00000-0000-0000-000-000-000-000-000-000","900-083503-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
8,768,"CARLSON CREEK","Stream","PKE","49.5419305339772","-123.799667087735","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48758,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-162600-00000-00000-0000-0000-000-000-000-000-000-000","900-165880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
9,2819,"CASEY CREEK","Stream","PKE","50.0693592611372","-125.290132408269","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,3329,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-633400-00000-00000-0000-0000-000-000-000-000-000-000","920-631984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
10,760,"CHAPMAN CREEK","Stream","PKE","49.4392777966115","-123.723452965546","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48668,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-120400-00000-00000-0000-0000-000-000-000-000-000-000","900-127577-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
11,1204,"CHEMAINUS RIVER","Stream","PKE","48.897925829159","-123.673180799685","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,39979,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-303500-00000-00000-0000-0000-000-000-000-000-000-000","920-302830-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
12,1208,"COWICHAN RIVER","Stream","PKE","48.7532489349946","-123.636317313872","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,40019,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-14,"920-257700-00000-00000-0000-0000-000-000-000-000-000-000","920-252823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
13,780,"DESERTED RIVER","Stream","PKE","50.0927563522351","-123.742136250295","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48878,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-220600-00000-00000-0000-0000-000-000-000-000-000-000","900-223912-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
14,1135,"DREW CREEK","Stream","PKE","50.0887797855685","-125.192365560431","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52854,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-291000-89600-00000-0000-0000-000-000-000-000-000-000","905-405793-902265-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
15,1184,"ENGLISHMAN RIVER","Stream","PKE","49.3253037454552","-124.291664812769","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51414,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-462800-00000-00000-0000-0000-000-000-000-000-000-000","920-470275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
16,804,"FORBES BAY CREEK","Stream","PKE","50.2746406118439","-124.621992738985","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49118,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-333800-00000-00000-0000-0000-000-000-000-000-000-000","900-336002-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
17,1183,"FRENCH CREEK","Stream","PKE","49.3490155979956","-124.363587794203","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51404,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-470700-00000-00000-0000-0000-000-000-000-000-000-000","920-479504-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
18,1211,"GOLDSTREAM RIVER","Stream","PKE","48.4851728549475","-123.548360638676","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,40049,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-14,"920-211900-00000-00000-0000-0000-000-000-000-000-000-000","920-209673-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
19,773,"GRAY CREEK","Stream","PKE","49.5385807918344","-123.765595289507","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48808,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-168400-00000-00000-0000-0000-000-000-000-000-000-000","900-171722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
20,398,"HEADQUARTERS CREEK","Stream","PKE","49.767515175921","-125.118295224229","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,45851,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-553200-94100-43300-0000-0000-000-000-000-000-000-000","920-559826-990728-423365-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
21,1201,"HOLLAND CREEK","Stream","PKE","48.9810925186597","-123.804404007079","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51584,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-321500-00000-00000-0000-0000-000-000-000-000-000-000","920-322181-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
22,1134,"HYACINTHE CREEK","Stream","PKE","50.1297201053642","-125.239264195288","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52844,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-291000-84800-00000-0000-0000-000-000-000-000-000-000","905-405793-854178-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
23,688,"INDIAN RIVER","Stream","PKE","49.4710355330156","-122.883104592372","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49826,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-056000-00000-00000-0000-0000-000-000-000-000-000-000","900-068008-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
24,788,"JEFFERD CREEK","Stream","PKE","49.7749254458345","-124.27933206592","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48958,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-272400-00000-00000-0000-0000-000-000-000-000-000-000","900-275764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
25,1228,"JORDAN RIVER","Stream","PKE","48.4218951735094","-124.055184807258","WVI","WVI","WVI+WVI","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,40219,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-037300-00000-00000-0000-0000-000-000-000-000-000-000","930-038943-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
26,793,"KELLY CREEK","Stream","PKE","49.7738857568538","-124.380097719025","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49008,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-278600-00000-00000-0000-0000-000-000-000-000-000-000","900-282198-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
27,1143,"KINGFISHER CREEK","Stream","PKE","50.0359373371447","-125.280328382136","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52934,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-627900-03559-00000-0000-0000-000-000-000-000-000-000","920-627155-033898-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
28,809,"KLITE RIVER","Stream","PKE","50.5114240488257","-124.32945486311","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,50464,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-349300-03300-00000-0000-0000-000-000-000-000-000-000","900-350660-051414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
29,792,"LANG CREEK","Stream","PKE","49.776336824062","-124.370708098284","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48998,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-278100-00000-00000-0000-0000-000-000-000-000-000-000","900-281581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
30,1181,"LITTLE QUALICUM RIVER","Stream","PKE","49.3651022002611","-124.494828410506","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51384,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-481800-00000-00000-0000-0000-000-000-000-000-000-000","920-490278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
31,790,"LOIS RIVER","Stream","PKE","49.773464063702","-124.330611854351","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48978,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-277000-00000-00000-0000-0000-000-000-000-000-000-000","900-280522-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
32,709,"MAMQUAM RIVER","Stream","PKE","49.7334430877942","-123.154662314462","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49931,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-05100-00000-0000-0000-000-000-000-000-000-000","900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
33,1139,"MENZIES CREEK","Stream","PKE","50.1373139753345","-125.391174555941","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52894,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-646600-00000-00000-0000-0000-000-000-000-000-000-000","920-644562-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
34,1162,"MILLARD CREEK","Stream","PKE","49.6694569524401","-124.974157337096","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,53124,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-551800-00000-00000-0000-0000-000-000-000-000-000-000","920-558488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
35,1140,"MOHUN CREEK","Stream","PKE","50.1120841075333","-125.373998430059","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52904,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-643100-00000-00000-0000-0000-000-000-000-000-000-000","920-641351-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
36,1160,"MORRISON CREEK","Stream","PKE","49.6889159214649","-125.01373953347","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,53104,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-553200-94200-04800-0000-0000-000-000-000-000-000-000","920-559826-984406-044942-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
37,1194,"NANAIMO RIVER","Stream","PKE","49.1383781928156","-123.895826664338","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51514,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-384400-00000-00000-0000-0000-000-000-000-000-000-000","920-388982-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
38,1186,"NANOOSE CREEK","Stream","PKE","49.2674539926444","-124.192809797894","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51434,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-427200-00000-00000-0000-0000-000-000-000-000-000-000","920-432397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
39,1178,"NILE CREEK","Stream","PKE","49.4202716173521","-124.640350056648","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51354,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-494300-00000-00000-0000-0000-000-000-000-000-000-000","920-502507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
40,1142,"NUNNS CREEK","Stream","PKE","50.0434215577777","-125.252259715153","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52924,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-626200-00000-00000-0000-0000-000-000-000-000-000-000","920-627155-006272-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
41,799,"OKEOVER CREEK","Stream","PKE","49.9640191039558","-124.67550391102","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49068,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-303400-00000-00000-0000-0000-000-000-000-000-000-000","900-305975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
42,1133,"OPEN BAY CREEK","Stream","PKE","50.1393563092527","-125.218064275954","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52834,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-291000-82400-00000-0000-0000-000-000-000-000-000-000","905-405793-829793-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
43,1149,"OYSTER RIVER","Stream","PKE","49.872576213997","-125.116069669823","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52994,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-600400-00000-00000-0000-0000-000-000-000-000-000-000","920-602544-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
44,1156,"PUNTLEDGE RIVER","Stream","PKE","49.6959154209562","-124.994937514647","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,53064,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-553200-94200-00000-0000-0000-000-000-000-000-000-000","920-559826-984406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
45,1179,"QUALICUM RIVER","Stream","PKE","49.3981897929892","-124.610544657069","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51364,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-490700-00000-00000-0000-0000-000-000-000-000-000-000","920-499091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
46,815,"QUATAM RIVER","Stream","PKE","50.3782693194234","-124.938053283285","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,50524,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-368900-00000-00000-0000-0000-000-000-000-000-000-000","900-369411-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
47,1144,"QUINSAM RIVER","Stream","PKE","50.0375637855404","-125.294162529649","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52944,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-627900-03600-00000-0000-0000-000-000-000-000-000-000","920-627155-045026-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
48,1172,"ROSEWALL CREEK","Stream","PKE","49.4666851578798","-124.778638907241","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,51294,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-510600-00000-00000-0000-0000-000-000-000-000-000-000","920-519315-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
49,774,"SECHELT CREEK","Stream","PKE","49.6813734864379","-123.555799496413","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48818,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-177400-00000-00000-0000-0000-000-000-000-000-000-000","900-180821-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
50,691,"SEYMOUR RIVER","Stream","PKE","49.3018796789978","-123.024617700912","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,49841,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-066100-00000-00000-0000-0000-000-000-000-000-000-000","900-078372-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
51,772,"SHANNON CREEK","Stream","PKE","49.6750842194766","-123.161474268264","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48798,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-090400-00000-00000-0000-0000-000-000-000-000-000-000","900-102436-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
52,1145,"SIMMS CREEK","Stream","PKE","49.9790359011541","-125.221838950054","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,52954,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-616300-00000-00000-0000-0000-000-000-000-000-000-000","920-617535-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
53,782,"SKWAWKA RIVER","Stream","PKE","50.207678654435","-123.987827017903","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","50.09353876","-124.1622532","Current","1","PKE-1",3,48898,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-233000-00000-00000-0000-0000-000-000-000-000-000-000","900-236275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
