"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
25,878,"EMBLEY CREEK","Stream","CO","50.9481731790696","-126.879962854103","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51147,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-730600-00000-00000-0000-0000-000-000-000-000-000-000","900-729007-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
26,878,"EMBLEY CREEK","Stream","CO","50.9481731790696","-126.879962854103","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51148,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-730600-00000-00000-0000-0000-000-000-000-000-000-000","900-729007-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
27,892,"EVA CREEK","Stream","CO","51.0345129752819","-127.346032308662","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,49476,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-822600-00000-00000-0000-0000-000-000-000-000-000-000","900-821581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
28,825,"FANNY BAY CREEK","Stream","CO","50.5309213082972","-125.402261314976","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50622,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"","900-452137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
29,849,"FRANKLIN RIVER","Stream","CO","51.0784973676513","-125.567058935792","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50862,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-589500-00000-00000-0000-0000-000-000-000-000-000-000","900-592523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
30,830,"FRAZER CREEK","Stream","CO","50.7199936411889","-125.478470898322","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50672,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-471200-00800-00000-0000-0000-000-000-000-000-000-000","900-474796-003023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
31,821,"FREDERICK ARM CREEK","Stream","CO","50.5031865707911","-125.250888220221","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50582,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-441500-00000-00000-0000-0000-000-000-000-000-000-000","900-442885-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
32,836,"FULMORE RIVER","Stream","CO","50.5612221128692","-125.938146866514","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50732,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-521100-00000-00000-0000-0000-000-000-000-000-000-000","900-523991-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
33,863,"GILFORD CREEK","Stream","CO","50.6596796854484","-126.381959132044","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51002,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-557500-78200-00000-0000-0000-000-000-000-000-000-000","905-458062-837120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
34,863,"GILFORD CREEK","Stream","CO","50.6596796854484","-126.381959132044","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51003,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-557500-78200-00000-0000-0000-000-000-000-000-000-000","905-458062-837120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
35,847,"GLENDALE CREEK","Stream","CO","50.6512683838252","-125.724736455671","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50842,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-569800-08600-00000-0000-0000-000-000-000-000-000-000","900-572535-088296-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
36,1136,"GRANITE BAY CREEK","Stream","CO","50.2369659213032","-125.303793594202","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,52862,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-291000-35900-00000-0000-0000-000-000-000-000-000-000","905-405793-365383-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
37,826,"GRASSY CREEK","Stream","CO","50.5035807407462","-125.547143785147","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50632,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-459600-00000-00000-0000-0000-000-000-000-000-000-000","900-462275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
38,827,"GRAY CREEK","Stream","CO","50.5375524092119","-125.527844405495","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50642,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-461200-00000-00000-0000-0000-000-000-000-000-000-000","900-463956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
39,884,"HAUSKIN CREEK","Stream","CO","50.966924309272","-127.035196843587","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51207,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-750300-00000-00000-0000-0000-000-000-000-000-000-000","900-729007-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
40,865,"HEALTH LAGOON CREEK","Stream","CO","50.6966478717076","-126.551159099315","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51022,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-557500-11500-00000-0000-0000-000-000-000-000-000-000","905-458062-166404-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
41,822,"HEMMING BAY CREEK","Stream","CO","50.3998484637209","-125.387421148667","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50592,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-379500-85700-00000-0000-0000-000-000-000-000-000-000","905-434445-814479-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
42,831,"HEYDON CREEK","Stream","CO","50.5770955757013","-125.575390563376","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50682,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-477600-00000-00000-0000-0000-000-000-000-000-000-000","900-481198-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
43,857,"HOEYA SOUND CREEK","Stream","CO","50.7055335828884","-125.95827927915","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50942,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-619100-00000-00000-0000-0000-000-000-000-000-000-000","900-622116-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
44,2617,"JACK CREEK","Stream","CO","50.5547255291874","-125.524457195154","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,3067,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-461900-00000-00000-0000-0000-000-000-000-000-000-000","900-464669-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
45,906,"JAP CREEK","Stream","CO","51.1667594050065","-126.967267490904","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,49616,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-949300-00000-00000-0000-0000-000-000-000-000-000-000","900-949257-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
46,881,"JENNIS BAY CREEK","Stream","CO","50.9140790191777","-127.024648031664","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51177,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-740400-00000-00000-0000-0000-000-000-000-000-000-000","900-738739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
47,860,"KAKWEIKEN RIVER","Stream","CO","50.8066894758674","-126.024263972623","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50972,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-632100-00000-00000-0000-0000-000-000-000-000-000-000","900-634559-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
48,860,"KAKWEIKEN RIVER","Stream","CO","50.8066894758674","-126.024263972623","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50973,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-632100-00000-00000-0000-0000-000-000-000-000-000-000","900-634559-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
49,844,"KAMANO BAY CREEK","Stream","CO","50.5788970826684","-126.548036854065","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50812,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"","905-451107-726995-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
50,1137,"KANISH CREEK","Stream","CO","50.2646781894559","-125.285583624647","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,52872,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-291000-41400-00000-0000-0000-000-000-000-000-000-000","905-405793-419323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
51,887,"KENNETH RIVER","Stream","CO","50.8338789378875","-127.00964612372","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50187,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-772800-00000-00000-0000-0000-000-000-000-000-000-000","900-771280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
52,872,"KINGCOME RIVER","Stream","CO","50.9273142993321","-126.187429891353","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51092,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-681600-00000-00000-0000-0000-000-000-000-000-000-000","900-680928-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
53,872,"KINGCOME RIVER","Stream","CO","50.9273142993321","-126.187429891353","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51093,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-681600-00000-00000-0000-0000-000-000-000-000-000-000","900-680928-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
54,823,"KNOX BAY CREEK","Stream","CO","50.39458741285","-125.607262984444","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50602,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-381000-79000-00000-0000-0000-000-000-000-000-000-000","905-436712-790286-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
55,853,"KWALATE CREEK","Stream","CO","50.7812435326514","-125.686310564592","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50903,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-608900-00000-00000-0000-0000-000-000-000-000-000-000","900-611863-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
56,853,"KWALATE CREEK","Stream","CO","50.7812435326514","-125.686310564592","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50902,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-608900-00000-00000-0000-0000-000-000-000-000-000-000","900-611863-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
57,7990609,"LASSITER AND ROWLEY CREEKS","Stream","CO","51.1440474619941","-127.609708947204","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,49666,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-984600-00000-00000-0000-0000-000-000-000-000-000-000","900-985234-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
58,439,"LEE CREEK","Stream","CO","51.009163461574","-127.194214450817","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,48422,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-834200-00000-00000-0000-0000-000-000-000-000-000-000","900-833271-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
59,858,"LULL CREEK","Stream","CO","50.7021240213015","-126.019205375929","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50952,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-620600-00000-00000-0000-0000-000-000-000-000-000-000","900-623571-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
60,876,"MACKENZIE RIVER","Stream","CO","50.9339966290304","-126.635468367326","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51127,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-712900-00000-00000-0000-0000-000-000-000-000-000-000","900-710626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
61,864,"MAPLE CREEK","Stream","CO","50.6854222606092","-126.459970871972","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51012,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-557500-82800-00000-0000-0000-000-000-000-000-000-000","905-458062-884183-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
62,885,"MARION CREEK","Stream","CO","50.9970363622554","-127.049760439017","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51217,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-751900-00000-00000-0000-0000-000-000-000-000-000-000","900-750140-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
63,855,"MATSIU CREEK","Stream","CO","50.7046904721525","-125.825556462606","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50922,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-614100-00000-00000-0000-0000-000-000-000-000-000-000","900-617006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
64,859,"MCALISTER CREEK","Stream","CO","50.7957529752132","-126.010638422297","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50962,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-631200-00000-00000-0000-0000-000-000-000-000-000-000","900-633992-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
65,2074,"MCINTOSH CREEK","Stream","CO","50.8585819125808","-126.525033884338","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,45369,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-656500-00000-00000-0000-0000-000-000-000-000-000-000","900-658066-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
66,845,"NEW VANCOUVER CREEK","Stream","CO","50.5844101965528","-126.607284963091","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50822,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"","905-451107-467702-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
67,877,"NIMMO CREEK","Stream","CO","50.9523959821264","-126.719398468885","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,51137,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-715700-00000-00000-0000-0000-000-000-000-000-000-000","900-713636-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
68,900,"NUGENT CREEK","Stream","CO","51.0829396163148","-127.387528180586","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,49556,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-904100-00000-00000-0000-0000-000-000-000-000-000-000","900-903859-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
69,816,"ORFORD RIVER","Stream","CO","50.5977994698829","-124.857453238551","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,50532,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-391500-00000-00000-0000-0000-000-000-000-000-000-000","900-391855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
70,1125,"OWEN CREEK","Stream","CO","50.3267281499721","-125.216266856646","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,52752,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-377500-82600-00000-0000-0000-000-000-000-000-000-000","905-429697-798930-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
71,910,"PACK LAKE CREEK","Stream","CO","51.1707300411504","-127.470077320643","SC","SFj","SC+SFj","SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","51.0766725450001","-126.463631883","Current","12","CO-12",2,49656,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-975900-00000-00000-0000-0000-000-000-000-000-000-000","900-976255-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
