GFE_ID,BroodYear,River,Species,Indicator,xLONG,yLAT,StatArea,CU,CU_2,Spawners,Returns,Recruits
1000,1985,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,250,419.4347838,NA
1000,1986,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,300,557.1032441,NA
1000,1987,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,187,320.4960289,NA
1000,1988,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,750,1336.12004,NA
1000,1989,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,300,449.3304107,NA
1000,1990,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,609,1038.33303,NA
1000,1991,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1992,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1993,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,23,38.61629643,NA
1000,1994,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1995,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1996,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1997,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1998,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,1999,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2000,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2001,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2002,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2003,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2004,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2005,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2006,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2007,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2008,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2009,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2010,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2011,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2012,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2013,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2014,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2015,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2016,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1000,2017,SPILLER LAGOON CREEK,CM,N,52.37664,-128.2271,7,CM-18,CM-18,NA,NA,NA
1001,1950,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1500,NA,NA
1001,1951,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,1952,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,3650,NA,NA
1001,1953,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1500,NA,NA
1001,1954,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,4000,7522.730079,1086.830182
1001,1955,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,800,1293.705891,1406.776851
1001,1956,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1500,3093.75631,617.2423285
1001,1957,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,300,615.9840127,655.4585386
1001,1958,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,700,1251.18839,1954.678714
1001,1959,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1000,1599.213348,3227.54584
1001,1960,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,100,162.276802,1833.894693
1001,1961,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,400,708.6656916,1333.444249
1001,1962,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1500,2334.05124,2534.401928
1001,1963,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,2500,3853.475176,2576.372535
1001,1964,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,600,970.3581933,2489.943554
1001,1965,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,800,1324.028038,6391.958173
1001,1966,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,2000,3095.378687,8739.545972
1001,1967,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1500,2389.977528,6041.045942
1001,1968,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1200,1977.612728,2731.183853
1001,1969,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,5000,8091.916219,1745.866976
1001,1970,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,5000,9414.556518,1958.923576
1001,1971,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,3000,4936.348785,1605.579336
1001,1972,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1000,1841.604679,856.6979521
1001,1973,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1000,1664.819081,1330.007117
1001,1974,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1200,2141.76909,1710.916514
1001,1975,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1000,1471.486955,5947.207553
1001,1976,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,350,495.1558178,3003.444947
1001,1977,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,1000,1721.491067,NA
1001,1978,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,600,1030.117959,NA
1001,1979,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,5100,8692.687056,NA
1001,1980,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,300,604.0596153,NA
1001,1981,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,700,1275.940343,379.4525095
1001,1982,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,2500,3948.537155,272.8082179
1001,1983,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,274.8788943
1001,1984,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,300,506.8817459,149.3460123
1001,1985,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,200,335.5478271,NA
1001,1986,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,130,241.4114058,NA
1001,1987,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,180,308.4988513,NA
1001,1988,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,50,89.07466935,NA
1001,1989,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,20,29.95536072,NA
1001,1990,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,120,204.5976415,NA
1001,1991,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,1992,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,15,27.09198022,NA
1001,1993,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,110,184.6866351,NA
1001,1994,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,93,149.2240175,NA
1001,1995,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,1996,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,1997,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,1998,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,1999,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2000,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2001,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,200,270.8438605,529.0406826
1001,2002,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,708.093413
1001,2003,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,566.420956
1001,2004,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,400,572.1858504,344.0771675
1001,2005,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,350,480.0540261,NA
1001,2006,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,700,834.2239111,NA
1001,2007,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,400,477.9899473,NA
1001,2008,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,200,226.5398913,NA
1001,2009,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,800,932.3115033,NA
1001,2010,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,320,354.9670895,NA
1001,2011,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2012,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2013,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2014,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2015,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2016,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1001,2017,TANKEEAH RIVER,CM,N,52.29818,-128.2616,7,CM-18,CM-18,NA,NA,NA
1002,1950,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1951,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1952,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,75,NA,NA
1002,1953,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1954,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1955,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1956,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1957,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1958,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1959,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1960,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1961,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1962,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1963,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1964,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1965,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1966,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1967,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1968,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1969,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1970,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1971,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1972,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1973,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1974,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1975,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1976,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1977,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1978,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1979,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1980,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1981,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1982,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1983,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1984,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1985,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,10,16.77739135,NA
1002,1986,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,50,92.85054068,NA
1002,1987,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1988,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1989,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1990,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1991,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,2,3.569384079,NA
1002,1992,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1993,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1994,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1995,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1996,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1997,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1998,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,1999,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2000,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2001,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2002,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2003,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2004,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2005,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2006,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2007,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2008,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2009,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2010,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2011,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2012,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2013,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2014,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2015,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2016,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1002,2017,TUNO CREEK-EAST,CM,N,52.28302,-128.3229,7,CM-18,CM-18,NA,NA,NA
1003,1950,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1951,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1952,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1953,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1954,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1955,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1956,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1957,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1958,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1959,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1960,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1961,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1962,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1963,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1964,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1965,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1966,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1967,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1968,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1969,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1970,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1971,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1972,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1973,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1974,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1975,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1976,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1977,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1978,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1979,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1980,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1981,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1982,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1983,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1984,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1985,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
1003,1986,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,20,37.14021627,NA
1003,1987,TUNO CREEK-WEST,CM,N,52.2912,-128.3627,7,CM-18,CM-18,NA,NA,NA
