SpeciesId,StatArea,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total ER,Age2,Age3,Age4,Age5,Age6,Age7
CM,10,1984,19315.44323,,33481.05244,32423.09885,2016.557824,0,0,67920.70911,0.177766856,,0.4643,0.4852,0.05049,0,0
CN,3,1984,,,3041.446452,6291.259807,17849.79351,4012.638048,26.20920994,31221.34703,,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,1984,51348,,6959.380119,43496.209,66069.15305,43683.02214,1002.884133,161210.6484,0.542681857,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,1984,,,93.9242263,286.7988935,439.2725143,53.58488958,1.09525744,874.6757811,,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,1984,,,1990.750515,8557.812441,19068.50843,2787.491105,8.83010815,32413.3926,,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,1984,1155,,103.1069311,1299.6436,149.4328161,26.81762979,0,1579.000977,0.243972742,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,1984,74094.67028,,92559.80034,3119.121261,0,0,0,95678.9216,0.318567172,,0.97333,0.02666,0,0,0
CO,02W,1984,15116.70112,,51840.35818,0,0,0,0,51840.35818,0.318567172,,1,0,0,0,0
CO,3,1984,199152.9229,,191592.4727,51046.93809,642.6460004,45.36711276,0,243327.424,0.669320191,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1984,206519.7118,,416797.712,33166.82013,1246.590948,0,0,451211.123,0.72,,0.75139,0.24624,0.00236,0,0
CO,6,1984,169439.7277,,245072.1426,33550.39274,1048.388099,0,0,279670.9235,0.547433952,,0.81662,0.17795,0.00542,0,0
CO,7,1984,6890.324654,,2875.638698,975.4702711,0,0,0,3851.108969,0.436414539,,0.91212,0.08787,0,0,0
CO,8,1984,86176.16199,,20313.25562,16805.74162,0,0,0,37118.99724,0.445641715,,0.74897,0.25102,0,0,0
CO,9,1984,69993.29264,,57488.00962,4889.384231,0,0,,62377.39385,0.33992193,,0.79411,0.20588,0,0,0
CO,10,1984,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKe,1,1984,1848423.131,2108244.665,,0,,0,,2108244.665,0.269228748,1,0,0,0,0,0
PKe,02E,1984,297215.3733,1416511.853,,0,,0,,1416511.853,0.127995025,1,0,0,0,0,0
PKe,02W,1984,107472.481,530784.5686,,0,,0,,530784.5686,0.528324289,1,0,0,0,0,0
PKe,3,1984,907851.665,1513448.343,,0,,0,,1513448.343,0.550902829,1,0,0,0,0,0
PKe,4,1984,1979978.39,7406448.831,,0,,0,,7406448.831,0.618094687,1,0,0,0,0,0
PKe,5,1984,331462.5539,731651.1278,,0,,0,,731651.1278,0.407027345,1,0,0,0,0,0
PKe,6,1984,1163581.928,7068578.093,,0,,0,,7068578.093,0.346504551,1,0,0,0,0,0
PKe,7,1984,254565.6709,1005647.785,,0,,0,,1005647.785,0.340690767,1,0,0,0,0,0
PKe,8,1984,1902675.827,10287863.29,,0,,0,,10287863.29,0.084054155,1,0,0,0,0,0
PKe,9,1984,201004.269,605305.1326,,0,,0,,605305.1326,0.29158063,1,0,0,0,0,0
PKe,10,1984,5455.141037,80544.21071,,0,,0,,80544.21071,0.462343268,1,0,0,0,0,0
SX,1,1984,38418.4669,,80.86108548,49659.733,4634.254694,8.755357067,0,54383.60414,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1984,22234.55944,,893.7825378,27767.41711,3478.017241,0,0,32139.21689,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1984,201970,,6489.915906,113021.3818,343708.4089,55484.28487,148.8196772,518852.8111,0.628069801,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1984,1116849,,31219.29132,1865167.8,1343031.159,29747.60325,0,3269165.854,0.540001949,,0.013,0.46597,0.51008,0.01092,0
SX,6,1984,33878.51513,,9274.395837,79210.74241,10457.42872,0,0,98942.56697,0.165667151,,0.05769,0.77564,0.16666,0,0
SX,7,1984,6929.448123,,1217.526031,12767.39474,6604.9302,316.6405925,26.85322403,20933.34478,0.706023657,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1984,147427.6816,,40054.29537,161063.1232,20729.38407,2377.714986,0,224224.5176,0.22993227,,0.12787,0.60919,0.25,0.01293,0
SX,9,1984,627113,,21663.28599,311304.8644,211217.3717,6021.174483,68.37076493,550275.0674,0.081546064,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1984,89193.06676,,1041.645357,187861.1464,151525.0913,2392.493414,0,342820.3764,0.197983894,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1985,97441.15401,,0,30960.55699,1712.978044,0,0,32673.53503,0.361803908,,0,0.89285,0.10714,0,0
CM,02E,1985,487235.0256,,143628.3572,405611.2849,95933.21075,1106.870399,0,646279.7233,0.572211352,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1985,118311.8631,,9243.175328,63661.54305,30044.41939,1778.848863,0,104727.9866,0.413612223,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1985,84286.37955,,10562.61818,96878.84541,14360.49646,1032.388462,0,122834.3485,0.413836898,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1985,23251.25975,,6302.615702,53953.17285,1354.701443,76.07556935,0,61686.56557,0.440983586,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1985,21573.11078,,5812.633525,16512.48218,404.9448607,0,0,22730.06056,0.356958181,,0.09714,0.87428,0.02857,0,0
CM,6,1985,354396.133,,288397.452,290611.1219,50283.70741,180.4174414,0,629472.6987,0.321103788,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1985,262986.2083,,179646.9183,240023.6766,30417.96402,599.7874143,0,450688.3464,0.486916456,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1985,387269.6953,,207814.8928,335336.4963,109702.6309,724.3364154,0,653578.3563,0.580995624,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1985,72728.19381,,24059.43217,11317.72543,4731.360829,0,0,40108.51843,0.214981471,,0.16666,0.66666,0.16666,0,0
CM,10,1985,40616.58623,,31026.88885,19377.49817,3729.961497,0,0,54134.34852,0.35826247,,0.4643,0.4852,0.05049,0,0
CN,3,1985,,,2403.189635,10755.96797,16237.2627,1528.87058,73.37532669,30998.66621,,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,1985,30875,,7240.062174,24009.26927,58030.47209,44136.019,1488.536028,134904.3586,0.59051835,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,1985,822.8617339,,63.51921802,307.2845288,877.9678063,14.23834672,1.83453595,1264.844436,0.203477605,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,1985,33765,,2084.190484,12504.69639,18212.34307,2234.017362,14.97027537,35050.21759,0.322959183,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,1985,345,,95.09587319,311.5294302,316.4480315,29.37024955,0,752.4435844,0.588233843,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,1985,102018.7299,,113847.926,2217.541672,0,0,0,116065.4677,0.331840804,,0.97333,0.02666,0,0,0
CO,02W,1985,8904.358197,,51679.53564,0,0,0,0,51679.53564,0.331840804,,1,0,0,0,0
CO,3,1985,184574.5663,,76562.37331,113427.0191,1633.21606,20.80216448,0,191643.4106,0.697208532,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1985,87520.46085,,101206.6111,129718.7875,2723.472971,0,0,233648.8715,0.75,,0.75139,0.24624,0.00236,0,0
CO,6,1985,221068.8148,,153957.1322,34422.07593,1639.049417,0,0,190018.2575,0.5702437,,0.81662,0.17795,0.00542,0,0
CO,7,1985,11292.99954,,10124.70868,1831.3978,0,0,0,11956.10648,0.454598478,,0.91212,0.08787,0,0,0
CO,8,1985,29069.85235,,50141.72089,10006.46192,0,0,0,60148.18281,0.46421012,,0.74897,0.25102,0,0,0
CO,9,1985,12832.10365,,18859.05346,108.2921396,0,,,18967.3456,0.354085344,,0.79411,0.20588,0,0,0
CO,10,1985,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKo,02E,1985,28719.6693,61490.60118,,0,,0,,61490.60118,0.246216147,1,0,0,0,0,0
PKo,3,1985,826469.3674,1274937.788,,0,,0,,1274937.788,0.512551473,1,0,0,0,0,0
PKo,4,1985,3268414.112,9994217.535,,0,,0,,9994217.535,0.552633244,1,0,0,0,0,0
PKo,5,1985,311808.7889,245366.5146,,0,,0,,245366.5146,0.355048577,1,0,0,0,0,0
PKo,6,1985,1686392.141,1927193.971,,0,,0,,1927193.971,0.474422196,1,0,0,0,0,0
PKo,7,1985,493870.6456,357735.1286,,0,,0,,357735.1286,0.650312415,1,0,0,0,0,0
PKo,8,1985,4259615.156,992615.4131,,0,,0,,992615.4131,0.226710063,1,0,0,0,0,0
PKo,9,1985,366161.3636,289135.058,,0,,0,,289135.058,0.253798467,1,0,0,0,0,0
PKo,10,1985,54441.91192,50517.69756,,0,,0,,50517.69756,0.324298179,1,0,0,0,0,0
SX,1,1985,84068.64522,,216.8547293,28682.27905,161.9741057,87.16194929,0,29148.26984,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1985,38405.14812,,1237.545052,5862.010279,4759.392014,0,0,11858.94734,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1985,407042,,4625.18653,165299.0536,269268.8935,115766.8269,304.1719429,555264.1325,0.516176693,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1985,2289974,,52057.63891,1226891.189,1388445.826,41086.97315,0,2708481.627,0.571016994,,0.013,0.46597,0.51008,0.01092,0
SX,6,1985,60080.85419,,5891.708113,48667.26442,13073.84469,0,0,67632.81722,0.477248021,,0.05769,0.77564,0.16666,0,0
SX,7,1985,13090.8118,,755.322971,14360.92707,6359.198566,322.2386883,13.95565042,21811.64295,0.49242343,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1985,152242.8028,,33808.06124,50512.98188,45969.1564,3338.052799,0,133628.2523,0.499867277,,0.12787,0.60919,0.25,0.01293,0
SX,9,1985,1367603.25,,14471.18664,113712.835,518681.1733,5264.5489,103.2161179,652232.96,0.119462671,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1985,250109.5485,,1345.985696,89911.94302,131308.0135,9457.683862,0,232023.6261,0.600101483,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1986,128359.9817,,0,14274.81703,519.9837732,0,0,14794.80081,0.452195138,,0,0.89285,0.10714,0,0
CM,02E,1986,400186.2028,,105892.9831,524151.212,78429.67398,666.7335812,0,709140.6026,0.358716246,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1986,114657.6166,,7251.45459,98609.09207,33720.78715,650.2106854,0,140231.5445,0.187934756,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1986,55384.47359,,11284.1837,75446.19035,23056.67565,481.4689883,0,110268.5187,0.497487496,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1986,16307.36161,,1198.959397,14438.26538,2890.871635,44.52702671,0,18572.62344,0.480386708,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1986,29738.38409,,1834.720242,12391.31274,647.6350658,0,0,14873.66804,0.432892433,,0.09714,0.87428,0.02857,0,0
CM,6,1986,501064.679,,90291.95975,341232.5084,19966.19684,135.7906731,0,451626.4557,0.316248261,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1986,243773.5306,,100795.7476,303794.6027,28429.92344,193.7702325,0,433214.0439,0.580485974,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1986,489091.5701,,78621.32191,876979.5109,35389.00773,665.394635,0,991655.2352,0.756105969,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1986,307780.6756,,2829.431358,18925.44332,2674.442889,0,0,24429.31756,0.349576847,,0.16666,0.66666,0.16666,0,0
CM,10,1986,116347.0141,,18543.06045,35841.92886,3166.054476,0,0,57551.04379,0.236107077,,0.4643,0.4852,0.05049,0,0
CN,3,1986,38660.84302,,4108.657332,9784.285592,6186.621604,4280.22739,93.73757845,24453.5295,0.211435193,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,1986,28398,,3996.408107,21088.04436,58632.25329,65509.1174,1931.236678,151157.0598,0.564236188,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,1986,1164.048307,,68.05630503,614.1652729,233.2898347,23.84896735,3.127737981,942.4881179,0.203477605,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,1986,26009,,3045.424214,11943.24252,14596.16877,3787.479668,16.98178947,33389.29697,0.322959183,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,1986,798,,22.79483635,659.7136928,346.5689447,32.12398564,0,1061.20146,0.459944449,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,1986,57998.67678,,80940.27103,1633.750236,0,0,0,82574.02127,0.367237156,,0.97333,0.02666,0,0,0
CO,02W,1986,47110.2672,,15219.14037,0,0,0,0,15219.14037,0.367237156,,1,0,0,0,0
CO,3,1986,168475.5515,,170122.6773,288262.6345,748.8779213,29.15419151,0,459163.3439,0.771577442,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1986,219621.7465,,395829.2904,283401.3933,1468.615403,0,0,680699.2991,0.83,,0.75139,0.24624,0.00236,0,0
CO,6,1986,290002.6108,,157957.1403,53815.45586,1345.365982,0,0,213117.9621,0.631069694,,0.81662,0.17795,0.00542,0,0
CO,7,1986,7604.906017,,19008.64613,2504.283641,0,0,0,21512.92977,0.503088983,,0.91212,0.08787,0,0,0
CO,8,1986,53894.38774,,29855.34539,21319.13999,0,0,0,51174.48538,0.513725866,,0.74897,0.25102,0,0,0
CO,9,1986,6067.236276,,417.6982528,16601.39851,,,,17019.09676,0.391854447,,0.79411,0.20588,0,0,0
CO,10,1986,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKe,1,1986,1241512.665,1033015.694,,0,,0,,1033015.694,0.411115472,1,0,0,0,0,0
PKe,02E,1986,1063366.853,1016030.59,,0,,0,,1016030.59,0.249306068,1,0,0,0,0,0
PKe,02W,1986,429819.5686,343947.3204,,0,,0,,343947.3204,0.190218416,1,0,0,0,0,0
PKe,3,1986,667747.7374,622604.5194,,0,,0,,622604.5194,0.558790533,1,0,0,0,0,0
PKe,4,1986,3084697.829,3842219.839,,0,,0,,3842219.839,0.583511896,1,0,0,0,0,0
PKe,5,1986,442566.2602,455562.2416,,0,,0,,455562.2416,0.395112994,1,0,0,0,0,0
PKe,6,1986,2414719.093,10411485.3,,0,,0,,10411485.3,0.658386869,1,0,0,0,0,0
PKe,7,1986,288735.7848,832985.9124,,0,,0,,832985.9124,0.712885775,1,0,0,0,0,0
PKe,8,1986,6855915.294,13376568.38,,0,,0,,13376568.38,0.333591913,1,0,0,0,0,0
PKe,9,1986,451939.1326,745963.1457,,0,,0,,745963.1457,0.253369733,1,0,0,0,0,0
PKe,10,1986,41303.21071,90952.01105,,0,,0,,90952.01105,0.487198269,1,0,0,0,0,0
SX,1,1986,27118.91781,,125.2501269,1002.488384,1612.496062,249.9342642,0,2990.168837,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1986,6569.301653,,261.259511,8021.698276,2928.856624,0,0,11211.81441,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1986,213695,,6764.55149,129498.9942,561824.0454,236615.3544,333.7343265,935036.6799,0.67566981,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1986,809032,,34243.063,1268378.577,1917701.937,45894.67941,0,3266218.256,0.560942505,,0.013,0.46597,0.51008,0.01092,0
SX,6,1986,71322.12445,,3619.879172,60843.66181,16153.97475,0,0,80617.51573,0.462389797,,0.05769,0.77564,0.16666,0,0
SX,7,1986,8486.45023,,849.5968307,13826.63921,6471.62699,167.4678051,14.90249361,21330.23333,0.755873071,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1986,69705.9605,,10602.96082,112016.7949,64535.68744,2959.20756,0,190114.6507,0.664660703,,0.12787,0.60919,0.25,0.01293,0
SX,9,1986,1163650,,5286.006891,279241.7413,453503.2838,7947.64108,48.55637443,746027.2294,0.225313247,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1986,199087.2006,,644.2002059,77915.53552,519069.216,10703.35729,0,608332.309,0.658940863,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1987,78390.15915,,0,4333.19811,1998.338681,0,0,6331.536791,0.080393548,,0,0.89285,0.10714,0,0
CM,02E,1987,467555.7071,,136840.2149,428516.9687,47242.83661,650.8843881,0,613250.9047,0.293291968,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1987,108178.8672,,11232.20266,110675.3358,12325.73299,2145.954576,0,136379.226,0.21478002,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1987,54101.12915,,8787.76649,121133.5795,10752.8074,3027.756643,0,143701.9101,0.444265178,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1987,8606.293953,,320.8503418,30810.60559,1692.027015,70.35151905,0,32893.83446,0.390301043,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1987,22158.33757,,1376.812526,19817.63301,53.86609372,0,0,21248.31163,0.31453871,,0.09714,0.87428,0.02857,0,0
CM,6,1987,175227.382,,106019.865,135493.4985,15027.50116,129.9025937,0,256670.7672,0.399608872,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1987,185913.9686,,127575.7647,283939.3619,9184.70902,395.2221793,0,421095.0578,0.533933359,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1987,245285.8258,,205612.2409,282905.1085,32509.28074,791.8395141,0,521818.4697,0.68012128,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1987,144376.2659,,4731.360829,10697.77156,6660.579463,0,0,22089.71185,0.203196276,,0.16666,0.66666,0.16666,0,0
CM,10,1987,56534.81669,,34298.49652,30423.23611,1926.318225,0,0,66648.05086,0.21599001,,0.4643,0.4852,0.05049,0,0
CN,3,1987,21470.2851,,3737.485725,3727.9481,17320.07116,5468.02541,88.38208294,30341.91248,0.22034778,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,1987,150874,,3510.162283,21306.72927,87025.22908,84991.97055,1170.452062,198004.5432,0.402238422,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,1987,927.2246855,,136.0231813,163.1933585,390.7561574,40.66059376,1.782046749,732.4153377,0.203477605,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,1987,16618,,2908.686371,9571.837235,24745.86518,4296.392736,11.90241481,41534.68394,0.322959183,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,1987,1575,,48.27173362,722.508139,379.0630306,52.00214119,0,1201.845044,0.2985784,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,1987,68167.36216,,59631.88361,2351.940282,0,0,0,61983.82389,0.283170819,,0.97333,0.02666,0,0,0
CO,02W,1987,37160.68148,,14225.96914,0,0,0,0,14225.96914,0.283170819,,1,0,0,0,0
CO,3,1987,129647.2018,,432348.5846,132176.9531,1049.550895,12.05139456,0,565587.14,0.594951281,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1987,199692.2776,,864782.7704,152822.391,1362.606713,0,0,1018967.768,0.64,,0.75139,0.24624,0.00236,0,0
CO,6,1987,154071.486,,246950.1122,44172.84975,1840.021903,0,0,292962.9838,0.486607957,,0.81662,0.17795,0.00542,0,0
CO,7,1987,1929.687972,,25992.73711,1973.331592,0,0,0,27966.0687,0.387924035,,0.91212,0.08787,0,0,0
CO,8,1987,16377.99646,,63607.92586,18659.66834,0,0,0,82267.5942,0.396125969,,0.74897,0.25102,0,0,0
CO,9,1987,50518.76777,,64033.96568,,,,,64033.96568,0.302152827,,0.79411,0.20588,0,0,0
CO,10,1987,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKo,02E,1987,61256.60118,41832.30179,,0,,0,,41832.30179,0.00380546,1,0,0,0,0,0
PKo,3,1987,568393.5997,2483043.108,,0,,0,,2483043.108,0.554179345,1,0,0,0,0,0
PKo,4,1987,4605179.284,13262621.4,,0,,0,,13262621.4,0.539215625,1,0,0,0,0,0
PKo,5,1987,169525.9063,459893.5757,,0,,0,,459893.5757,0.30909111,1,0,0,0,0,0
PKo,6,1987,983960.9712,974569.2669,,0,,0,,974569.2669,0.489433349,1,0,0,0,0,0
PKo,7,1987,129767.1286,495051.3324,,0,,0,,495051.3324,0.637253604,1,0,0,0,0,0
PKo,8,1987,580427.4131,953657.3065,,0,,0,,953657.3065,0.415254483,1,0,0,0,0,0
PKo,9,1987,175364.058,55144.09504,,0,,0,,55144.09504,0.393487392,1,0,0,0,0,0
PKo,10,1987,27998.69756,49015.07994,,0,,0,,49015.07994,0.445764575,1,0,0,0,0,0
SX,1,1987,17401.3056,,4.377678534,9980.043193,4623.783888,44.30294862,0,14652.50771,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1987,26277.20661,,357.5130151,4936.429709,5235.331215,0,0,10529.27394,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1987,210166,,5299.501691,270197.006,1148309.919,259611.9326,129.9096834,1683548.269,0.626615168,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1987,1429469,,35400.99392,1751866.733,2142097.819,51952.80284,0,3981318.349,0.404471403,,0.013,0.46597,0.51008,0.01092,0
SX,6,1987,87044.19451,,4525.561622,75178.11326,16342.4185,0,0,96046.09338,0.458532875,,0.05769,0.77564,0.16666,0,0
SX,7,1987,7704.501901,,817.9881973,14071.08939,3363.311752,178.8299233,27.50743673,18458.7267,0.757518012,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1987,94744.59076,,23512.95931,157259.3763,57211.34617,1401.205857,0,239384.8876,0.697527361,,0.12787,0.60919,0.25,0.01293,0
SX,9,1987,963628,,12980.71382,244152.0016,684632.5101,3738.840831,19.64414242,945523.7105,0.293259464,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1987,200087.6388,,558.2484633,308005.2378,587435.9262,5691.76173,0,901691.1741,0.494600098,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1988,45128.99601,,0,16652.82234,10753.07947,0,0,27405.90181,0.152188627,,0,0.89285,0.10714,0,0
CM,02E,1988,401058.9567,,111872.9725,258121.1436,46119.80807,776.1261577,0,416890.0503,0.496089959,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1988,107067.6439,,12606.62455,40454.41265,40679.83458,1020.41697,0,94761.28875,0.080322186,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1988,82663.57219,,14109.30898,56492.36129,67619.89837,768.6777898,0,138990.2464,0.306980503,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1988,163272.378,,684.6801242,18033.44582,2673.357724,56.20642141,0,21447.69009,0.485321296,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1988,36552.79852,,2201.959224,1648.302468,223.4080522,0,0,4073.669744,0.389116264,,0.09714,0.87428,0.02857,0,0
CM,6,1988,636788.0316,,42097.40298,101978.7955,14375.88704,293.0787323,0,158745.1643,0.52992224,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1988,337291.896,,119237.738,91730.82806,18733.5313,568.070898,0,230270.1682,0.482025646,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1988,361248.4444,,66328.52033,259884.1332,38687.01626,1719.380397,0,366619.0501,0.700788918,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1988,102899.593,,2674.442889,26642.31785,1514.013482,0,0,30830.77422,0.287184666,,0.16666,0.66666,0.16666,0,0
CM,10,1988,57354.16186,,29113.14461,18510.36823,1907.723935,0,0,49531.23677,0.141715208,,0.4643,0.4852,0.05049,0,0
CN,3,1988,16848.29195,,1424.03374,10436.76671,22126.53221,5155.621505,45.55214469,39188.5063,0.225696682,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,1988,91496,,3546.562981,31624.62453,112907.1189,51510.53118,1310.14266,200898.9803,0.651547197,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,1988,627.0649147,,36.14349551,273.3458566,666.20819,23.16660774,1.31189887,1000.176049,0.203477605,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,1988,17398,,2331.148552,16227.7785,28070.89799,3011.310948,14.72845524,49655.86445,0.322959183,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,1988,1575,,52.86644919,790.2500468,613.6252661,35.40741042,0,1492.149173,0.239489305,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,1988,84362.9185,,85845.8203,3139.908742,0,0,0,88985.72905,0.278746275,,0.97333,0.02666,0,0,0
CO,02W,1988,37274.05757,,19313.69678,0,0,0,0,19313.69678,0.278746275,,1,0,0,0,0
CO,3,1988,52997.4235,,198244.6275,185245.7329,433.850204,42.70460806,0,383966.9152,0.585655167,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1988,49836.1002,,466328.5849,141791.2515,623.6339074,0,0,608743.4704,0.63,,0.75139,0.24624,0.00236,0,0
CO,6,1988,98222.91122,,202701.808,60414.05248,1395.664413,0,0,264511.5249,0.479004708,,0.81662,0.17795,0.00542,0,0
CO,7,1988,6861.434404,,20481.82101,2022.666594,0,0,0,22504.4876,0.381862722,,0.91212,0.08787,0,0,0
CO,8,1988,40842.20324,,55673.10881,12186.11695,0,0,0,67859.22577,0.389936501,,0.74897,0.25102,0,0,0
CO,9,1988,16684.89976,,,,,,,0,0.297431689,,0.79411,0.20588,0,0,0
CO,10,1988,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKe,1,1988,847674.6944,3483142.679,,0,,0,,3483142.679,0.17941741,1,0,0,0,0,0
PKe,02E,1988,877788.5901,1669028.949,,0,,0,,1669028.949,0.136060864,1,0,0,0,0,0
PKe,02W,1988,275131.3204,564918.7617,,0,,0,,564918.7617,0.200077151,1,0,0,0,0,0
PKe,3,1988,293812.4787,480350.3611,,0,,0,,480350.3611,0.528091317,1,0,0,0,0,0
PKe,4,1988,1385695.366,9441806.809,,0,,0,,9441806.809,0.639350317,1,0,0,0,0,0
PKe,5,1988,279363.7189,458620.7684,,0,,0,,458620.7684,0.386771569,1,0,0,0,0,0
PKe,6,1988,2469041.297,3168588.23,,0,,0,,3168588.23,0.762854076,1,0,0,0,0,0
PKe,7,1988,411978.9124,946507.5519,,0,,0,,946507.5519,0.505419112,1,0,0,0,0,0
PKe,8,1988,4662996.376,7773617.221,,0,,0,,7773617.221,0.651405634,1,0,0,0,0,0
PKe,9,1988,521367.1457,603611.6797,,0,,0,,603611.6797,0.301081898,1,0,0,0,0,0
PKe,10,1988,28055.01105,223777.469,,0,,0,,223777.469,0.691540509,1,0,0,0,0,0
SX,1,1988,46667.13773,,43.58097464,28617.47325,819.6045495,182.7250503,0,29663.38383,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1988,36383.82454,,220.0080093,8823.868104,9494.071799,0,0,18537.94791,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1988,155793,,11057.30202,552254.5795,1259913.829,101056.7427,181.3671633,1924463.821,0.611624371,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1988,1500179,,48895.35719,1956857.756,2424855.933,29725.40708,0,4460334.454,0.625238863,,0.013,0.46597,0.51008,0.01092,0
SX,6,1988,36693.94063,,5591.76049,76055.10148,7011.419442,0,0,88658.28142,0.640688562,,0.05769,0.77564,0.16666,0,0
SX,7,1988,17382.49302,,832.4499448,7312.760821,3591.500959,330.0892407,5.245648608,12072.04661,0.118154419,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1988,97718.63621,,33009.63323,139411.5562,27089.97991,3978.040353,0,203489.2097,0.630394949,,0.12787,0.60919,0.25,0.01293,0
SX,9,1988,537795,,11349.54698,368584.7571,322074.4316,1512.598966,26.72903905,703548.0636,0.409544001,,0.01588,0.34178,0.63485,0.00736,0.00009
