"Species","River","River_GFE_ID","GFE_ID","WATERSHED_CDE","DFO","CU","BroodYear","area_km2","ln_area_km2","ln_area_km2_std","Spawners","logS","Recruits","Returns","recruitPerSpawner","ln_RS","ECA_age_proxy","ECA_age_proxy_forested_only","ECA_age_proxy_forested_only_std","disturbedarea_m2_3005","disturbedarea_m2_cs","disturbedarea_prct_cs","lake_cover_pct","var_eaubc_KFACTOR","var_eaubc_MELTONS_R","vri_bec_zone","npgo","portion_reporting_vri_cover1_missing","hatchery_enhancement","year_of_enhacement","forested_area_m2","disturbedarea_m2_total","permament_dist_m2","CU_NAME","SITE_NAME","Y_LAT","X_LONG","distance.x","sst_cobe_lat","sst_cobe_lon","sst_cobe_year","spring_sst","distance.y","sst_ersst_lat","sst_ersst_lon","sst_ersst_year","spring_ersst"
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1979,626.637581617192,6.44036835376581,1.54023220081678,5000,8.51719319141624,17241.3793103448,11627.9069767442,3.44827586206897,1.23787435600162,0.1455,0.1735,1.51043213849106,5412098.99269215,104274066.582871,19.9109137045301,0.009,0.15396,0.235614,"CWH",-1.19975713829789,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1980,11.2252504825592,55.4355378782084,50,-126,1980,11.8549814224243
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1981,626.637581617192,6.44036835376581,1.54023220081678,10000,9.21034037197618,26315.7894736842,17241.3793103448,2.63157894736842,0.967584026261705,0.1571,0.1873,1.68063023523492,3352130.78293523,114688527.34482,21.8995330833053,0.009,0.15396,0.235614,"CWH",-0.226139061198828,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1982,10.6982505321503,55.4355378782084,50,-126,1982,11.116171836853
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1983,626.637581617192,6.44036835376581,1.54023220081678,15000,9.61580548008435,40000,26315.7894736842,2.66666666666667,0.980829253011726,0.1706,0.2034,1.87919468143609,1799979.7974056,127773247.714961,24.3980329181681,0.009,0.15396,0.235614,"CWH",0.102676162615815,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1984,10.8987505435944,55.4355378782084,50,-126,1984,11.2616844177246
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1985,626.637581617192,6.44036835376581,1.54023220081678,20000,9.90348755253613,89285.7142857143,40000,4.46428571428571,1.4961092271271,0.1785,0.2128,1.99512671834858,5927589.00259188,136526834.694627,26.0695119413702,0.009,0.15396,0.235614,"CWH",-0.975899339799792,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1986,11.0885007381439,55.4355378782084,50,-126,1986,11.6653771400452
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1987,626.637581617192,6.44036835376581,1.54023220081678,50000,10.8197782844103,86206.8965517241,89285.7142857143,1.72413793103448,0.544727175441672,0.2121,0.253,2.4909211740807,21163614.8162334,161016096.64745,30.7456850053867,0.009,0.15396,0.235614,"CWH",0.886204881291909,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1988,10.9527504444122,55.4355378782084,50,-126,1988,11.6942570209503
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1989,626.637581617192,6.44036835376581,1.54023220081678,25000,10.1266311038503,2244.89795918367,86206.8965517241,0.0897959183673469,-2.41021575718641,0.2048,0.2442,2.38238905441795,3874020.69529427,169221807.851902,32.3125483016051,0.009,0.15396,0.235614,"CWH",0.159477679396109,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1990,11.6340007781982,55.4355378782084,50,-126,1990,12.2221455574036
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1995,626.637581617192,6.44036835376581,1.54023220081678,6000,8.69951474821019,327.868852459016,11764.7058823529,0.0546448087431694,-2.90690105984738,0.2149,0.2562,2.53038739941261,4697846.4382565,203592146.000654,38.875492083331,0.009,0.15396,0.235614,"CWH",-0.567214743163902,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1996,11.2935004234314,55.4355378782084,50,-126,1996,11.784530878067
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",1997,626.637581617192,6.44036835376581,1.54023220081678,200,5.29831736654804,1020.40816326531,327.868852459016,5.10204081632653,1.62964061975162,0.2147,0.256,2.52792076032937,2679279.9669157,210151087.686766,40.1279082035121,0.009,0.15396,0.235614,"CWH",0.890777494817087,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,1998,12.1870007514954,55.4355378782084,50,-126,1998,12.8671507835388
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",2003,626.637581617192,6.44036835376581,1.54023220081678,5375,8.58951385299586,48903.1914893617,6803.79746835443,9.09826818406729,2.20808408596851,0.1956,0.2332,2.24672390483951,3833905.65577109,234999296.129912,44.8726213449186,0.009,0.15396,0.235614,"CWH",0.41101277747559,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,2004,12.1765007972717,55.4355378782084,50,-126,2004,13.0527627468109
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",2005,626.637581617192,6.44036835376581,1.54023220081678,45969,10.7357225352463,194258.333333333,48903.1914893617,4.22585510525209,1.44122163210633,0.2062,0.2458,2.40212216708391,6330502.69576457,246603725.477751,47.0884627224247,0.009,0.15396,0.235614,"CWH",-0.814569619243679,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,2006,11.5357506275177,55.4355378782084,50,-126,2006,11.9339094161987
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",2007,626.637581617192,6.44036835376581,1.54023220081678,186488,12.1361221728324,426515.217391304,194258.333333333,2.28709202410506,0.827281152143259,0.2082,0.2482,2.43172183608284,4441283.18640512,255120850.938117,48.7147899158427,0.009,0.15396,0.235614,"CWH",0.876889245831801,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,2008,10.3972504138947,55.4355378782084,50,-126,2008,10.4932663440704
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",2009,626.637581617192,6.44036835376581,1.54023220081678,392394,12.8800217160366,87380,426515.217391304,0.222684342777922,-1.50200001353114,0.1889,0.2252,2.14805834150973,3505767.03777336,260039465.993717,49.6539891158664,0.009,0.15396,0.235614,"CWH",1.60465219354209,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,2010,11.119250535965,55.4355378782084,50,-126,2010,11.8158915042877
"PKO","ADAM RIVER","ADAM RIVER_1119",1119,"920-758000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-4",2011,626.637581617192,6.44036835376581,1.54023220081678,56797,10.947238786413,194028.888888889,87380,3.41618199709296,1.22852355234463,0.1838,0.2191,2.07282584947078,4178077.89722743,266709664.992859,50.9276495859738,0.009,0.15396,0.235614,"CWH",0.740885170010464,0.00346413238431316,FALSE,FALSE,523703071.241509,319977559.323983,0,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","ADAM RIVER",50.4658761,-126.277488,108.572356848034,49.5,-126.5,2012,11.1932504177094,55.4355378782084,50,-126,2012,11.6610906124115
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1959,184.792765866465,5.21923501269713,0.748379411971544,7500,8.9226582995244,87500,17857.1428571429,11.6666666666667,2.4567357728213,0.0417,0.0881,0.457177249945702,0,13999677.6874187,21.3910107594437,0.012,0.1357,0.16111,"CWH",0.782497762056657,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1960,11.230500459671,102.247231904792,50,-126,1960,11.7061665058136
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1961,184.792765866465,5.21923501269713,0.748379411971544,35000,10.4631033404715,15306.1224489796,87500,0.43731778425656,-0.827095153069684,0.0417,0.0881,0.457177249945702,0,13999677.6874187,21.3910107594437,0.012,0.1357,0.16111,"CWH",0.00583928468743269,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1962,10.8352506160736,102.247231904792,50,-126,1962,11.673365354538
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1963,184.792765866465,5.21923501269713,0.748379411971544,7500,8.9226582995244,24193.5483870968,15306.1224489796,3.2258064516129,1.17118298150295,0.0416,0.0881,0.457177249945702,0,13999677.6874187,21.3910107594437,0.012,0.1357,0.16111,"CWH",0.579794404115465,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1964,10.5115003585815,102.247231904792,50,-126,1964,11.095951795578
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1965,184.792765866465,5.21923501269713,0.748379411971544,15000,9.61580548008435,10294.1176470588,24193.5483870968,0.686274509803922,-0.376477571234912,0.0416,0.0881,0.457177249945702,0,13999677.6874187,21.3910107594437,0.012,0.1357,0.16111,"CWH",-0.709379464123501,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1966,10.7380006313324,102.247231904792,50,-126,1966,11.5244290828705
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1967,184.792765866465,5.21923501269713,0.748379411971544,3500,8.1605182474775,2238.80597014925,10294.1176470588,0.639658848614073,-0.446820293790078,0.0474,0.1044,0.65820833523012,1062267.42553966,15061945.1129583,23.0141176935088,0.012,0.1357,0.16111,"CWH",-0.480898092832995,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1968,11.0602507591248,102.247231904792,50,-126,1968,11.3630263805389
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1969,184.792765866465,5.21923501269713,0.748379411971544,1500,7.3132203870903,5737.70491803279,2238.80597014925,3.82513661202186,1.34159418220198,0.0274,0.0639,0.15871392087313,0,15061945.1129583,23.0141176935088,0.012,0.1357,0.16111,"CWH",0.0967340123240834,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1970,10.4705004692078,102.247231904792,50,-126,1970,11.173136472702
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1971,184.792765866465,5.21923501269713,0.748379411971544,3500,8.1605182474775,5454.54545454545,5737.70491803279,1.55844155844156,0.443686320928362,0.0274,0.0639,0.15871392087313,0,15061945.1129583,23.0141176935088,0.012,0.1357,0.16111,"CWH",-0.340803929069053,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1972,10.6685004234314,102.247231904792,50,-126,1972,11.1469044685364
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1973,184.792765866465,5.21923501269713,0.748379411971544,3000,8.00636756765025,28571.4285714286,5454.54545454545,9.52380952380952,2.25379492882461,0.027,0.0648,0.16981379674773,0,15119220.058716,23.1016317783545,0.012,0.1357,0.16111,"CWH",-0.203552314526649,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1974,10.6627507209778,102.247231904792,50,-126,1974,11.2435989379883
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1975,184.792765866465,5.21923501269713,0.748379411971544,20000,9.90348755253613,9756.09756097561,28571.4285714286,0.48780487804878,-0.717839793150317,0.027,0.0648,0.16981379674773,0,15119220.058716,23.1016317783545,0.012,0.1357,0.16111,"CWH",1.22861625793987,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1976,10.2940003871918,102.247231904792,50,-126,1976,10.9612121582031
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1977,184.792765866465,5.21923501269713,0.748379411971544,4000,8.29404964010203,11627.9069767442,9756.09756097561,2.90697674418605,1.06711362160874,0.0316,0.0778,0.330145337158615,665436.483390926,15971241.4607709,24.40349024864,0.012,0.1357,0.16111,"CWH",0.972482979788495,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1978,11.2690002918243,102.247231904792,50,-126,1978,12.1325216293335
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1979,184.792765866465,5.21923501269713,0.748379411971544,5000,8.51719319141624,12068.9655172414,11627.9069767442,2.41379310344828,0.881199412062885,0.0218,0.0554,0.0538817598352432,371838.79463257,16385692.1571677,25.0367562068877,0.012,0.1357,0.16111,"CWH",-1.19975713829789,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1980,11.2252504825592,102.247231904792,50,-126,1980,11.8549814224243
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1981,184.792765866465,5.21923501269713,0.748379411971544,7000,8.85366542803745,15789.4736842105,12068.9655172414,2.25563909774436,0.813433346434447,0.0218,0.0554,0.0538817598352432,0,16385692.1571677,25.0367562068877,0.012,0.1357,0.16111,"CWH",-0.226139061198828,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1982,10.6982505321503,102.247231904792,50,-126,1982,11.116171836853
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1983,184.792765866465,5.21923501269713,0.748379411971544,9000,9.10497985631836,26000,15789.4736842105,2.88888888888889,1.06087196068526,0.0215,0.0552,0.0514151207519988,0,16385692.1571677,25.0367562068877,0.012,0.1357,0.16111,"CWH",0.102676162615815,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1984,10.8987505435944,102.247231904792,50,-126,1984,11.2616844177246
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1985,184.792765866465,5.21923501269713,0.748379411971544,13000,9.47270463644367,7142.85714285714,26000,0.549450549450549,-0.598836501088704,0.0215,0.0552,0.0514151207519988,0,16385692.1571677,25.0367562068877,0.012,0.1357,0.16111,"CWH",-0.975899339799792,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1986,11.0885007381439,102.247231904792,50,-126,1986,11.6653771400452
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1987,184.792765866465,5.21923501269713,0.748379411971544,4000,8.29404964010203,31250,7142.85714285714,7.8125,2.05572501506252,0.0218,0.0562,0.0637483161682208,108393.929822069,16494086.0869898,25.2023782855421,0.012,0.1357,0.16111,"CWH",0.886204881291909,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1988,10.9527504444122,102.247231904792,50,-126,1988,11.6942570209503
"PKO","AHNUHATI RIVER","AHNUHATI RIVER_852",852,"900-603000-00000-00000-0000-0000-000-000-000-000-000-000",12,"PKO-7",1989,184.792765866465,5.21923501269713,0.748379411971544,10000,9.21034037197618,7692.30769230769,31250,0.769230769230769,-0.262364264467491,0.0123,0.0337,-0.213748580696774,0,16494086.0869898,25.2023782855421,0.012,0.1357,0.16111,"CWH",0.159477679396109,0,FALSE,FALSE,65446545.957339,16494086.0869898,0,"SOUTHERN FJORDS","AHNUHATI RIVER",50.89044697,-125.6396889,166.294390542881,49.5,-126.5,1990,11.6340007781982,102.247231904792,50,-126,1990,12.2221455574036
