"Species","River","River_GFE_ID","GFE_ID","WATERSHED_CDE","DFO","CU","BroodYear","area_km2","ln_area_km2","ln_area_km2_std","Spawners","logS","Recruits","Returns","recruitPerSpawner","ln_RS","ECA_age_proxy","ECA_age_proxy_forested_only","ECA_age_proxy_forested_only_std","disturbedarea_m2_3005","disturbedarea_m2_cs","disturbedarea_prct_cs","lake_cover_pct","var_eaubc_KFACTOR","var_eaubc_MELTONS_R","vri_bec_zone","npgo","portion_reporting_vri_cover1_missing","hatchery_enhancement","year_of_enhacement","forested_area_m2","disturbedarea_m2_total","permament_dist_m2","CU_NAME","SITE_NAME","Y_LAT","X_LONG","distance.x","sst_cobe_lat","sst_cobe_lon","sst_cobe_year","spring_sst","distance.y","sst_ersst_lat","sst_ersst_lon","sst_ersst_year","spring_ersst"
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1961,17.6273151147702,2.86944969410166,-0.775355953479233,3500,8.1605182474775,2943.41444093009,6892.6565650741,0.840975554551454,-0.17319268655239,0.0028,0.0026,-0.597310958141277,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",0.00583928468743269,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1962,10.3502507209778,94.3517119570054,52,-128,1962,10.9893229007721
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1963,17.6273151147702,2.86944969410166,-0.775355953479233,1500,7.3132203870903,608.011904192111,2943.41444093009,0.405341269461407,-0.903025926052465,0.0028,0.0026,-0.597310958141277,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",0.579794404115465,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1964,9.98525047302246,94.3517119570054,52,-128,1964,10.288519859314
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1965,17.6273151147702,2.86944969410166,-0.775355953479233,200,5.29831736654804,290.991226621792,608.011904192111,1.45495613310896,0.374975751102957,0.0028,0.0026,-0.597310958141277,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",-0.709379464123501,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1966,10.1265007257462,94.3517119570054,52,-128,1966,10.6450068950653
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1967,17.6273151147702,2.86944969410166,-0.775355953479233,200,5.29831736654804,467.594248027766,290.991226621792,2.33797124013883,0.849283561921536,0.0015,9e-04,-0.618277390348854,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",-0.480898092832995,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1968,10.1882503032684,94.3517119570054,52,-128,1968,10.6969779729843
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1969,17.6273151147702,2.86944969410166,-0.775355953479233,400,5.99146454710798,2586.91726403243,467.594248027766,6.46729316008108,1.86675765313348,0.0015,9e-04,-0.618277390348854,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",0.0967340123240834,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1970,9.64475047588348,94.3517119570054,52,-128,1970,10.4488711357117
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1971,17.6273151147702,2.86944969410166,-0.775355953479233,2000,7.60090245954208,1209.32055554638,2586.91726403243,0.60466027777319,-0.503088503006966,0.0015,9e-04,-0.618277390348854,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",-0.340803929069053,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1972,9.84975051879883,94.3517119570054,52,-128,1972,10.3767466545105
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1973,17.6273151147702,2.86944969410166,-0.775355953479233,700,6.5510803350434,1722.51838756799,1209.32055554638,2.46074055366856,0.900462342718051,8e-04,9e-04,-0.618277390348854,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",-0.203552314526649,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1974,9.89950048923492,94.3517119570054,52,-128,1974,10.4441888332367
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1975,17.6273151147702,2.86944969410166,-0.775355953479233,1200,7.09007683577609,516.479321195773,1722.51838756799,0.430399434329811,-0.843041584424899,8e-04,9e-04,-0.618277390348854,0,240098.384883455,1.79745101006391,0.002,0.2565,0.15287,"CWH",1.22861625793987,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1976,9.31775057315826,94.3517119570054,52,-128,1976,10.0021868944168
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1977,17.6273151147702,2.86944969410166,-0.775355953479233,300,5.7037824746562,1682.3702809909,516.479321195773,5.60790093663633,1.72417648492511,0.0324,0.0425,-0.10521646103402,0,796774.462705026,5.96490086127592,0.002,0.2565,0.15287,"CWH",0.972482979788495,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1978,10.2280004024506,94.3517119570054,52,-128,1978,11.2090010643005
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1979,17.6273151147702,2.86944969410166,-0.775355953479233,1000,6.90775527898214,9350.67296413452,1682.3702809909,9.35067296413452,2.23544831548428,0.0324,0.0425,-0.10521646103402,0,796774.462705026,5.96490086127592,0.002,0.2565,0.15287,"CWH",-1.19975713829789,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1980,10.6057505607605,94.3517119570054,52,-128,1980,10.9329488277435
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1981,17.6273151147702,2.86944969410166,-0.775355953479233,3200,8.07090608878782,3781.29475812256,9350.67296413452,1.1816546119133,0.166915669780137,0.0375,0.0493,-0.0213507322037108,90394.0139640358,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",-0.226139061198828,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1982,9.72700047492981,94.3517119570054,52,-128,1982,10.3141703605652
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1983,17.6273151147702,2.86944969410166,-0.775355953479233,2200,7.69621263934641,5823.28044961228,3781.29475812256,2.64694565891467,0.973406393723571,0.0374,0.0493,-0.0213507322037108,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",0.102676162615815,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1984,10.366500377655,94.3517119570054,52,-128,1984,10.5151915550232
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1985,17.6273151147702,2.86944969410166,-0.775355953479233,3200,8.07090608878782,823.012209832617,5823.28044961228,0.257191315572693,-1.3579350524582,0.0374,0.0493,-0.0213507322037108,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",-0.975899339799792,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1986,10.3047503232956,94.3517119570054,52,-128,1986,10.8777198791504
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1987,17.6273151147702,2.86944969410166,-0.775355953479233,400,5.99146454710798,6116.02601757468,823.012209832617,15.2900650439367,2.72720327395002,0.0289,0.0382,-0.158249201323775,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",0.886204881291909,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1988,10.2095003128052,94.3517119570054,52,-128,1988,10.8907976150513
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1989,17.6273151147702,2.86944969410166,-0.775355953479233,5500,8.61250337122056,5515.87290993449,6116.02601757468,1.00288598362445,0.00288182716876755,0.0289,0.0382,-0.158249201323775,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",0.159477679396109,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1990,11.3610005378723,94.3517119570054,52,-128,1990,11.4622611999512
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1991,17.6273151147702,2.86944969410166,-0.775355953479233,4186,8.33950090300594,6955.42169010673,5515.87290993449,1.66159142143018,0.507775830729521,0.0289,0.0382,-0.158249201323775,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",-0.184879115550353,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1992,11.3710005283356,94.3517119570054,52,-128,1992,11.9060485363007
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1993,17.6273151147702,2.86944969410166,-0.775355953479233,6500,8.77955745588373,2273.76990991947,6955.42169010673,0.349810755372226,-1.05036296966556,0.0277,0.0365,-0.179215633531352,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",-1.75678197961552,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1994,11.076500415802,94.3517119570054,52,-128,1994,11.7039518356323
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1995,17.6273151147702,2.86944969410166,-0.775355953479233,2000,7.60090245954208,1766.40689478636,2273.76990991947,0.88320344739318,-0.124199700168487,0.0277,0.0365,-0.179215633531352,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",-0.567214743163902,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1996,10.5837504863739,94.3517119570054,52,-128,1996,10.939528465271
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1997,17.6273151147702,2.86944969410166,-0.775355953479233,1500,7.3132203870903,1093.41414725222,1766.40689478636,0.728942764834813,-0.3161600619421,0.0117,0.0155,-0.438212737272013,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",0.890777494817087,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,1998,11.619500875473,94.3517119570054,52,-128,1998,11.9556727409363
"PKO","BOLIN BAY CREEK","BOLIN BAY CREEK_1016",1016,"910-519700-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",2007,17.6273151147702,2.86944969410166,-0.775355953479233,3200,8.07090608878782,5804.51536139322,3984.6853152488,1.81391105043538,0.595485315449553,0.0092,0.0121,-0.480145601687168,0,887168.476669062,6.64161849843227,0.002,0.2565,0.15287,"CWH",0.876889245831801,0,FALSE,FALSE,13357715.0942722,887168.476669062,0,"HECATE STRAIT-FJORDS","BOLIN BAY CREEK",52.83734122,-128.2251576,41.8391115881533,52.5,-128.5,2008,10.054500579834,94.3517119570054,52,-128,2008,9.79567456245422
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1955,102.816165818785,4.63294259570433,0.368193833656022,1500,7.3132203870903,26577.3126548044,2870.31985043766,17.7182084365363,2.87459283603264,0.0121,0.014,-0.456712530396346,0,2711779.91501054,4.254949186104,0.113,0.25966,0.160048,"CWH",-0.0710687904772957,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1956,10.5577504634857,96.7224672529658,52,-128,1956,11.0276999473572
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1957,102.816165818785,4.63294259570433,0.368193833656022,15000,9.61580548008435,10314.8488225912,26577.3126548044,0.687656588172747,-0.374465710760928,0.0115,0.0115,-0.487545518936901,178744.141027513,2938231.44049199,4.61026553338785,0.113,0.25966,0.160048,"CWH",-0.327669103477235,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1958,11.5352506637573,96.7224672529658,52,-128,1958,12.4101634025574
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1959,102.816165818785,4.63294259570433,0.368193833656022,7500,8.9226582995244,29539.9567074604,10314.8488225912,3.93866089432805,1.37084079100338,0.0103,0.0099,-0.507278631602856,0,2938231.44049199,4.61026553338785,0.113,0.25966,0.160048,"CWH",0.782497762056657,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1960,10.4945003986359,96.7224672529658,52,-128,1960,10.9376649856567
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1961,102.816165818785,4.63294259570433,0.368193833656022,15000,9.61580548008435,14717.0722046504,29539.9567074604,0.981138146976693,-0.019042006725135,0.0103,0.0099,-0.507278631602856,0,2938231.44049199,4.61026553338785,0.113,0.25966,0.160048,"CWH",0.00583928468743269,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1962,10.3502507209778,96.7224672529658,52,-128,1962,10.9893229007721
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1963,102.816165818785,4.63294259570433,0.368193833656022,7500,8.9226582995244,4560.08928144083,14717.0722046504,0.608011904192111,-0.497560817944302,0.0103,0.0099,-0.507278631602856,0,2938231.44049199,4.61026553338785,0.113,0.25966,0.160048,"CWH",0.579794404115465,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1964,9.98525047302246,96.7224672529658,52,-128,1964,10.288519859314
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1965,102.816165818785,4.63294259570433,0.368193833656022,1500,7.3132203870903,581.982453243584,4560.08928144083,0.387988302162389,-0.946780088879363,0.0103,0.0099,-0.507278631602856,0,2938231.44049199,4.61026553338785,0.113,0.25966,0.160048,"CWH",-0.709379464123501,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1966,10.1265007257462,96.7224672529658,52,-128,1966,10.6450068950653
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1967,102.816165818785,4.63294259570433,0.368193833656022,400,5.99146454710798,5844.92810034707,581.982453243584,14.6123202508677,2.68186502566985,0.0133,0.0151,-0.443146015438502,0,3374894.80755171,5.29541716681788,0.113,0.25966,0.160048,"CWH",-0.480898092832995,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1968,10.1882503032684,96.7224672529658,52,-128,1968,10.6969779729843
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1969,102.816165818785,4.63294259570433,0.368193833656022,5000,8.51719319141624,10347.6690561297,5844.92810034707,2.06953381122594,0.727323369945109,0.0119,0.0134,-0.46411244764608,0,3374894.80755171,5.29541716681788,0.113,0.25966,0.160048,"CWH",0.0967340123240834,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1970,9.64475047588348,96.7224672529658,52,-128,1970,10.4488711357117
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1971,102.816165818785,4.63294259570433,0.368193833656022,8000,8.98719682066197,20731.2095236523,10347.6690561297,2.59140119045654,0.952198729599879,0.0119,0.0134,-0.46411244764608,0,3374894.80755171,5.29541716681788,0.113,0.25966,0.160048,"CWH",-0.340803929069053,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1972,9.84975051879883,96.7224672529658,52,-128,1972,10.3767466545105
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1973,102.816165818785,4.63294259570433,0.368193833656022,12000,9.39266192877014,15789.7518860399,20731.2095236523,1.31581265716999,0.274454464995733,0.0129,0.0166,-0.424646222314169,0,3592634.88072892,5.63706471056553,0.113,0.25966,0.160048,"CWH",-0.203552314526649,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1974,9.89950048923492,96.7224672529658,52,-128,1974,10.4441888332367
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1975,102.816165818785,4.63294259570433,0.368193833656022,11000,9.30565055178051,17215.9773731924,15789.7518860399,1.5650888521084,0.447942596890665,0.0129,0.0166,-0.424646222314169,0,3592634.88072892,5.63706471056553,0.113,0.25966,0.160048,"CWH",1.22861625793987,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1976,9.31775057315826,96.7224672529658,52,-128,1976,10.0021868944168
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1977,102.816165818785,4.63294259570433,0.368193833656022,10000,9.21034037197618,20188.4433718908,17215.9773731924,2.01884433718908,0.702525237393133,0.0095,0.0126,-0.473979003979057,17734.4796482264,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",0.972482979788495,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1978,10.2280004024506,96.7224672529658,52,-128,1978,11.2090010643005
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1979,102.816165818785,4.63294259570433,0.368193833656022,12000,9.39266192877014,23376.6824103363,20188.4433718908,1.94805686752802,0.666832397570436,0.0079,0.0112,-0.491245477561768,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",-1.19975713829789,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1980,10.6057505607605,96.7224672529658,52,-128,1980,10.9329488277435
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1981,102.816165818785,4.63294259570433,0.368193833656022,8000,8.98719682066197,6875.08137840466,23376.6824103363,0.859385172300583,-0.151538061338396,0.0079,0.0112,-0.491245477561768,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",-0.226139061198828,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1982,9.72700047492981,96.7224672529658,52,-128,1982,10.3141703605652
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1983,102.816165818785,4.63294259570433,0.368193833656022,4000,8.29404964010203,18197.7514050384,6875.08137840466,4.5494378512596,1.51500367615632,0.0071,0.0103,-0.502345353436368,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",0.102676162615815,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1984,10.366500377655,96.7224672529658,52,-128,1984,10.5151915550232
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1985,102.816165818785,4.63294259570433,0.368193833656022,10000,9.21034037197618,8230.12209832617,18197.7514050384,0.823012209832617,-0.194784242652519,0.0071,0.0103,-0.502345353436368,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",-0.975899339799792,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1986,10.3047503232956,96.7224672529658,52,-128,1986,10.8777198791504
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1987,102.816165818785,4.63294259570433,0.368193833656022,4000,8.29404964010203,14845.2631517494,8230.12209832617,3.71131578793735,1.3113864735638,0.0043,0.0059,-0.556611413267744,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",0.886204881291909,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1988,10.2095003128052,96.7224672529658,52,-128,1988,10.8907976150513
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1989,102.816165818785,4.63294259570433,0.368193833656022,13350,9.4992716638284,18052.4268672008,14845.2631517494,1.35224171289894,0.301763743371206,0.0041,0.0056,-0.560311371892611,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",0.159477679396109,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1990,11.3610005378723,96.7224672529658,52,-128,1990,11.4622611999512
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1991,102.816165818785,4.63294259570433,0.368193833656022,13700,9.52515111181622,37452.2706390363,18052.4268672008,2.73374238241141,1.00567150650707,0.0041,0.0056,-0.560311371892611,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",-0.184879115550353,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1992,11.3710005283356,96.7224672529658,52,-128,1992,11.9060485363007
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1993,102.816165818785,4.63294259570433,0.368193833656022,35000,10.4631033404715,17053.274324396,37452.2706390363,0.487236409268457,-0.719005833711117,0.003,0.0039,-0.581277804100188,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",-1.75678197961552,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1994,11.076500415802,96.7224672529658,52,-128,1994,11.7039518356323
"PKO","CARTER RIVER","CARTER RIVER_1017",1017,"910-524600-00000-00000-0000-0000-000-000-000-000-000-000",7,"PKO-13",1995,102.816165818785,4.63294259570433,0.368193833656022,15000,9.61580548008435,23552.0919304848,17053.274324396,1.57013946203232,0.451164444735075,0.003,0.0039,-0.581277804100188,0,3610369.36037714,5.66489119800558,0.113,0.25966,0.160048,"CWH",-0.567214743163902,0,FALSE,FALSE,63732368.9755637,3610369.36037714,0,"HECATE STRAIT-FJORDS","CARTER RIVER",52.83917985,-128.3753946,38.6396348195083,52.5,-128.5,1996,10.5837504863739,96.7224672529658,52,-128,1996,10.939528465271
